family,N,mean_V,mean_UVW1_AB,mean_UVW1_minus_V,std_UVW1_minus_V,sem_UVW1_minus_V,weighted_mean_UVW1_minus_V,weighted_mean_UVW1_minus_V_err
C,1,18.13,18.249100435829668,0.11910043582966878,nan,nan,0.11910043582966878,0.04241243351174745
S,1,17.51,16.13908417842592,-1.37091582157408,nan,nan,-1.37091582157408,0.01740954809043033
V,1,18.26,17.816501533343445,-0.4434984666565569,nan,nan,-0.4434984666565569,0.05153562220612406
K,1,18.04,18.79718230550016,0.7571823055001623,nan,nan,0.7571823055001623,0.0695931108153539
OTHER,1,15.29,15.745526185684124,0.45552618568412484,nan,nan,0.45552618568412484,0.009663117378590616
UNK,3,16.936666666666667,16.590755244542994,-0.3459114221236768,1.5965668113539244,0.9217782783144107,-0.6714676757014983,0.0070367505129022715
