slot,x,y,width_pix,theta_rad,height_h_pix,height6_pix,semi_out_pix,rate_h,rate_h_err,rate6,rate6_err,c1,c1_err,fits_name,obs_id,filter,target
1,322.9824400714847,341.11787529485713,13.0,0.36047052293153337,8.0,13.0,6.0,0.11330542035844408,0.012465882503313723,0.13047616773187032,0.015860070448550548,1.151543918367773,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
2,308.29001662098455,208.79595949170061,13.0,0.36047052293153337,8.0,13.0,6.0,0.13069842839589457,0.012977335061258527,0.1540289174689506,0.0165538524505176,1.1785062709582579,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
3,349.81333546761374,476.7085189952975,13.0,0.36047052293153337,8.0,13.0,6.0,0.7948592283637661,0.01665578665604511,0.8189600373534208,0.019495305549408978,1.0303208519567253,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
4,254.3128706684546,227.36750375761682,13.0,0.36047052293153337,8.0,13.0,6.0,0.06804212106914988,0.012264467647114202,0.08063975581895133,0.01574979370770029,1.1851446508699917,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
5,328.4980765335976,218.68916868545062,13.0,0.36047052293153337,8.0,13.0,6.0,0.5732220475764295,0.01575329685020224,0.5808678263287497,0.01882857518537251,1.0133382496096346,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
1,252.28231223368772,288.2858369845083,13.0,-2.7868870015788536,8.0,13.0,6.0,4.043199297067756,0.02926112960806733,4.128336630758657,0.03143648555339176,1.0210569223616173,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
2,322.9824400714847,341.11787529485713,13.0,-2.7868870015788536,8.0,13.0,6.0,0.1130251515949994,0.0124654673561341,0.13002180585524403,0.01585881509557787,1.1503793980400785,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
3,328.4980765335976,218.68916868545062,13.0,-2.7868870015788536,8.0,13.0,6.0,0.5731241131361902,0.01574639929530284,0.581164599611711,0.01882134728660028,1.0140292238473836,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
4,308.29001662098455,208.79595949170061,13.0,-2.7868870015788536,8.0,13.0,6.0,0.130680479189006,0.01296998507559749,0.15450088269112633,0.016546215860450325,1.1822797379528152,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
5,349.81333546761374,476.7085189952975,13.0,-2.7868870015788536,8.0,13.0,6.0,0.794586753469143,0.01665398845722716,0.8185690224618379,0.019492873804595478,1.0301820649387736,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
1,364.91886803807466,412.0203114911567,13.0,-2.8014015667809278,8.0,13.0,6.0,4.503387637207745,0.029731710864961167,4.597363564082725,0.03144476293258314,1.0208678298307112,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
2,252.28231223368772,288.2858369845083,13.0,-2.8014015667809278,8.0,13.0,6.0,4.0437413355491145,0.028297491636386504,4.129444866625129,0.029969491120158284,1.0211941180120951,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
3,322.9824400714847,341.11787529485713,13.0,-2.8014015667809278,8.0,13.0,6.0,0.11254679076614907,0.01096311043478361,0.12926119392333027,0.01394142089505035,1.1485107042448732,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
4,283.21420528617745,187.1903016581557,13.0,-2.8014015667809278,8.0,13.0,6.0,0.602395810782863,0.014242009417292381,0.6147749276392729,0.016613390555949164,1.0205498056839444,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
5,308.29001662098455,208.79595949170061,13.0,-2.8014015667809278,8.0,13.0,6.0,0.13068953625333143,0.01113816051617941,0.15578519792605505,0.014229632190063716,1.1920250265796157,,P0727571501OMS008FSIMAGV000.FTZ,0727571501,V,Lomberg
