slot,x,y,width_pix,theta_rad,height_h_pix,height6_pix,semi_out_pix,rate_h,rate_h_err,rate6,rate6_err,c1,c1_err,fits_name,obs_id,filter,target
1,253.2091408586292,1118.281244011674,13.0,-0.8426044005766039,11.0,13.0,6.000000000000001,0.23972928953434167,0.07955071369312834,0.20381581827277023,0.0866945659097448,0.8501915584393923,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
2,238.6260440187034,1134.1537937789058,13.0,-0.8426044005766039,11.0,13.0,6.000000000000001,6.3008308422358095,0.113633342426307,6.3547873581211505,0.11959554228030857,1.008563396992609,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
3,240.03839969321814,1075.8614987621038,13.0,-0.8426044005766039,11.0,13.0,6.000000000000001,0.7463109682183544,0.0830404394519181,0.7389657289080797,0.09015042746087239,0.990157937343719,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
4,166.81069118461573,1060.6854015155575,13.0,-0.8426044005766039,11.0,13.0,6.000000000000001,5.871027996191809,0.11182565951839032,5.8471342445064,0.11758095691563974,0.9959302269209229,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
5,289.9884727941549,1098.1891158970625,13.0,-0.8426044005766039,11.0,13.0,6.000000000000001,5.099045846903588,0.10651299684193885,5.1202975124525825,0.11232532456989157,1.0041677729887248,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
1,240.03839969321814,1075.8614987621038,13.0,-0.9129077216126764,12.0,13.0,5.999999999999999,0.7272405941819324,0.08641749591747862,0.7194308027090783,0.0898978586739335,0.9892610622463406,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
2,184.98191948097428,975.6686398173622,13.0,-0.9129077216126764,12.0,13.0,5.999999999999999,1.3979223624840615,0.09295537842583955,1.3999397932606334,0.09651173355973851,1.0014431636768346,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
3,140.70442572650626,982.5347737246243,13.0,-0.9129077216126764,12.0,13.0,5.999999999999999,0.30335470793823427,0.08316157193725483,0.29095445614563326,0.08667260549023587,0.9591229294680147,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
4,238.6260440187034,1134.1537937789058,13.0,-0.9129077216126764,12.0,13.0,5.999999999999999,6.352996002340001,0.11677144638870358,6.369122728316869,0.1196887958127673,1.00253844421922,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
5,484.9440509135133,1103.5483161860138,13.0,-0.9129077216126764,12.0,13.0,5.999999999999999,1.1047871489273449,0.08783166840207868,1.11472653372292,0.09128560004169173,1.0089966513506474,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
1,188.7937827319389,915.1409882000299,13.0,-0.8607837339287283,11.0,13.0,6.0,3.4142262098474805,0.0885781824223304,3.431217847578661,0.09371578504642748,1.0049767170324486,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
2,166.81069118461573,1060.6854015155575,13.0,-0.8607837339287283,11.0,13.0,6.0,5.867988879244547,0.10223812423232237,5.842633965659097,0.1067612008381925,0.9956791135587983,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
3,240.03839969321814,1075.8614987621038,13.0,-0.8607837339287283,11.0,13.0,6.0,0.7398738579642277,0.07140380394528978,0.7293974208673144,0.07745806474636129,0.985840238867556,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
4,285.38535761476317,975.242979101911,13.0,-0.8607837339287283,11.0,13.0,6.0,0.6584228168819304,0.07065395942229807,0.6762149089804389,0.07684027918247344,1.0270222896933705,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
5,661.4913029323957,871.4482210265312,13.0,-0.8607837339287283,11.0,13.0,6.0,9.045888520743542,0.11673997038781346,9.096585407986032,0.12112366786541849,1.0056044121178627,,P0165972001OMS006FSIMAGV000.FTZ,0165972001,V,Hektor
