target_name,observation_id,filter,fits_name,mag_ab,mag_err,mag_ab_apcorr,mag_ab_apcorr_err,count_rate,count_rate_err,net_counts,net_counts_err,aper_counts,bkg_per_pix,bkg_rms_per_pix,bkg_counts_ap,bkg_counts_ap_err,A_ap_eff,A_bg_eff,zp_ab,trail_height_pix,trail_semi_out_pix,trail_semi_in_pix,tds_corr,c2,c2_err,f_apcorr,f_apcorr_err,apcorr_mag,apcorr_mag_err,c1,c1_err,c1_detail_csv,coi_factor,rate_bkg_6,rate_bkg_6_coi,rate_tot_6,rate_tot_6_coi,count_rate_coi,count_rate_coi_err,count_rate_final,count_rate_final_err,count_rate_final_apcorr,count_rate_final_apcorr_err,v_mag_1,v_mag_1_corrected,mlim_obs
Pobeda,0305540501,L,P0305540501OMS016FSIMAGL000.FTZ,19.715026184072737,0.1262243052526662,19.715026184072737,0.1262243052526662,0.29307340615924415,0.03267941351342293,879.2202184777325,98.03824054026877,7858.07478234265,19.725106952024653,2.9625477594621206,6978.8545638649175,41.87387999563629,353.8056640625,626.576171875,18.5662,13.0,5.999999999999998,0.0,1.05528914928436,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0445284327823754,2.3262848546216395,2.3944172445461223,2.6193582607808836,2.70054075017183,0.3061235056257079,0.03417072163204485,0.3471119188409711,0.04035415681217297,0.3471119188409711,0.04035415681217297,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS006FSIMAGL000.FTZ,20.765731527027498,0.3119669308473433,20.765731527027498,0.3119669308473433,0.11140001837518108,0.03179056026234765,334.20005512554326,95.37168078704296,7473.648202455603,21.414161988476803,2.9780860019619078,7139.448147330059,40.275417982809515,333.3984375,607.7451171875,18.5662,13.0,6.000000000000002,0.0,1.05527257919312,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0440855801015063,2.3798160491100195,2.4502561513582233,2.4912160674852006,2.5665673041667927,0.1163111528085694,0.033205570341987935,0.13188256621155506,0.03789410999846221,0.13188256621155506,0.03789410999846221,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS011FSIMAGL000.FTZ,20.163859752125905,0.17220079451767403,20.163859752125905,0.17220079451767403,0.19439295996270387,0.030154071440803867,583.1788798881116,90.4622143224116,6957.961846789345,19.991724216617655,2.6763967415688232,6374.7829669012335,35.006433313386644,318.87109375,594.3408203125,18.5662,13.0,6.0,0.0,1.0552806854248,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.041564577093675,2.1249276556337446,2.1846824479600992,2.3193206155964483,2.3871552690936406,0.20247282113354137,0.031431646884942134,0.22958108242085223,0.03641220775501444,0.22958108242085223,0.03641220775501444,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS015FSIMAGL000.FTZ,20.00317517083721,0.16336541384519923,20.00317517083721,0.16336541384519923,0.22447771692538118,0.032951555385148774,673.4331507761435,98.85466615544632,8086.3335717068985,19.916642478092964,2.7986480405351144,7412.900420930755,41.05985203331651,372.1962890625,643.5849609375,18.5662,13.0,5.999999999999998,0.0,1.0552875995636,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0458381609360254,2.4709668069769184,2.545414409998836,2.6954445239022995,2.780181772639194,0.23476736264035836,0.03449083364578076,0.26620115266771344,0.04005399238086429,0.26620115266771344,0.04005399238086429,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS014FSIMAGL000.FTZ,19.970064077612925,0.15490758875069377,19.970064077612925,0.15490758875069377,0.23177319095966686,0.03217160862080229,695.3195728790006,96.51482586240687,7704.961859630421,19.763249020860684,2.833805521164485,7009.64228675142,40.12667132494672,354.6806640625,627.40625,18.5662,13.0,6.0,0.0,1.05528593063354,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0442864556908524,2.33654742891714,2.4051196106890846,2.5683206198768067,2.6471572148005142,0.2420376041114296,0.03362533322980454,0.27444439713455965,0.03915640616710917,0.27444439713455965,0.03915640616710917,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS010FSIMAGL000.FTZ,20.126589557339095,0.18321395403402643,20.126589557339095,0.18321395403402643,0.20032217121215065,0.033146931014957505,600.966513636452,99.44079304487252,8099.971974585205,19.931532315197533,2.8598116114765944,7499.005460948753,42.2906531849292,376.23828125,647.3095703125,18.5662,13.0,6.000000000000002,0.0,1.05527901649475,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0460356359191842,2.4996684869829178,2.5753983555725473,2.6999906581950683,2.784942485325161,0.20954412975261372,0.0346981060943453,0.23759876398345042,0.04009391695863947,0.23759876398345042,0.04009391695863947,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS007FSIMAGL000.FTZ,20.344249951154588,0.20619300833987644,20.344249951154588,0.20619300833987644,0.1645386195216961,0.03076797215376377,493.6158585650883,92.30391646129131,7071.416722211987,20.663523477307425,2.913628303340406,6577.8008636468985,38.060429213043,318.3291015625,593.845703125,18.5662,13.0,6.000000000000002,0.0,1.05527424812317,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0421865270070378,2.1926002878822994,2.255117337178282,2.3571389074039955,2.426597269616131,0.17147993243784887,0.032085705928889194,0.19443749600884772,0.036925783280776385,0.19443749600884772,0.036925783280776385,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS017FSIMAGL000.FTZ,20.229684094972548,0.1968543554175638,20.229684094972548,0.1968543554175638,0.1823234735010134,0.03249983390072215,546.9704205030403,97.49950170216646,7856.378440770321,20.50751770714476,2.8580612102048275,7309.40802026728,40.61741487835532,356.42578125,629.0087890625,18.5662,13.0,5.999999999999998,0.0,1.05529081821442,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0451779545019104,2.4364693400890935,2.5093886680220243,2.618792813590107,2.6999491431134968,0.19056047509147245,0.033991103218502426,0.21607591562771297,0.03917663694687598,0.21607591562771297,0.03917663694687598,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS013FSIMAGL000.FTZ,20.278648816260777,0.21313621626325682,20.278648816260777,0.21313621626325682,0.17407689608349636,0.033680967272312644,522.230688250489,101.04290181693794,8159.062683632597,20.016627282287285,3.0311394512300045,7636.831995382108,45.28360988210594,381.5244140625,652.1904296875,18.5662,13.0,6.0,0.0,1.05528438091278,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0464258349166478,2.5456106651273696,2.623413369714047,2.7196875612108657,2.8055719310379184,0.1821585613238712,0.03526553511023302,0.20654775241866052,0.0405465107799624,0.20654775241866052,0.0405465107799624,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS019FSIMAGL000.FTZ,19.733339660348893,0.1509838602766188,19.733339660348893,0.1509838602766188,0.28482200026366383,0.03847104879743157,854.4660007909915,115.41314639229472,10917.11003914103,20.75085335307651,2.764092248448735,10062.644038350038,49.02126396808047,484.9267578125,747.6328125,18.5662,13.0,6.0,0.0,1.05529403686523,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0568071527568552,3.3542146794500125,3.4726263671433397,3.6390366797136764,3.7736282942844945,0.3010019271411548,0.04069907694890004,0.34130616725282015,0.04746247952361171,0.34130616725282015,0.04746247952361171,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS020FSIMAGL000.FTZ,19.86001502488528,0.14745263292773703,19.86001502488528,0.14745263292773703,0.25583057966499656,0.03370316287219297,767.4917389949896,101.10948861657891,8425.906353139319,20.744464367125595,2.906758110589296,7658.414614144329,42.3936591386823,369.1787109375,640.7509765625,18.5662,13.0,6.000000000000002,0.0,1.055295586586,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0469984474673766,2.552804871381443,2.6309344356001043,2.8086354510464395,2.8987886553240347,0.2678542197239304,0.035320523472688596,0.30372041879374645,0.04124794188002687,0.30372041879374645,0.04124794188002687,16.38,17.8642,21.516909
Pobeda,0305540501,L,P0305540501OMS023FSIMAGL000.FTZ,20.057435354763697,0.17546449372009226,20.057435354763697,0.17546449372009226,0.2133431059667558,0.033748634234358976,640.0293179002674,101.24590270307692,8303.745761441998,23.70696540821967,3.3390195787120334,7663.716443541731,44.12467623358747,323.2685546875,598.4140625,18.5662,13.0,6.0,0.0,1.05530047416687,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.046766308035427,2.554572147847244,2.6327821000639333,2.767915253814,2.856102475441565,0.22332037537763183,0.035353560975668025,0.2532245791909037,0.0409233207568095,0.2532245791909037,0.0409233207568095,16.38,17.8642,21.516909
