target_name,observation_id,filter,fits_name,mag_ab,mag_err,mag_ab_apcorr,mag_ab_apcorr_err,count_rate,count_rate_err,net_counts,net_counts_err,aper_counts,bkg_per_pix,bkg_rms_per_pix,bkg_counts_ap,bkg_counts_ap_err,A_ap_eff,A_bg_eff,zp_ab,trail_height_pix,trail_semi_out_pix,trail_semi_in_pix,tds_corr,c2,c2_err,f_apcorr,f_apcorr_err,apcorr_mag,apcorr_mag_err,c1,c1_err,c1_detail_csv,coi_factor,rate_bkg_6,rate_bkg_6_coi,rate_tot_6,rate_tot_6_coi,count_rate_coi,count_rate_coi_err,count_rate_final,count_rate_final_err,count_rate_final_apcorr,count_rate_final_apcorr_err,v_mag_1,v_mag_1_corrected,mlim_obs
#Landi,0700182001,L,P0700182001OMS008SIMAGE0000.FTZ,22.69961069683232,0.8780458697571705,22.69961069683232,0.8780458697571705,0.017993807045167242,0.014539437064498228,79.17275099873586,63.97352308379221,3577.3458497654647,19.887128535151703,2.749317243086966,3498.173098766729,22.699467085969882,175.9013671875,453.896484375,18.5662,13.0,5.999999999999999,0.0,1.11025583744049,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0348757761430267,0.795039340628802,0.8207582515369795,0.8130331476739693,0.8393796065686148,0.01862135503163531,0.015047121502525464,0.0222144579849371,0.017965060643257858,0.0222144579849371,0.017965060643257858,17.22,18.7042,20.549442
#Weisell,0691070301,L,P0691070301OMS401SIMAGE1000.FTZ,17.976572869008333,0.04705916116494512,17.976572869008333,0.04705916116494512,1.3703020122826213,0.03909370674491408,3891.6577148826445,111.02612715555598,10576.33420947846,18.999677275598128,2.9723826254339123,6684.676494595816,41.83857910688681,351.8310546875,624.775390625,18.5662,13.0,5.999999999999998,0.0,1.1126081943512,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.05072950366962,2.353759329083034,2.42330676846706,3.724061341365655,3.86312352171026,1.4398167532432002,0.04130210762134237,1.7212773437154605,0.07460549150758056,1.7212773437154605,0.07460549150758056,16.45,17.9342,19.8031
Lucubratio,0110980101,L,P0110980101OMS406SIMAGE1000.FTZ,20.26474420768498,0.1883132809824277,20.26474420768498,0.1883132809824277,0.1848270059704553,0.03147602476812068,369.65401194091055,62.95204953624137,3265.314928214764,8.28543064710801,1.884686383015563,2895.6609162738537,26.41298189524657,349.48828125,621.8828125,18.5662,13.0,6.0,0.0,1.01621580123901,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0366438353134104,1.4478304581369268,1.4922631998861464,1.632657464107382,1.6838629762248538,0.1915997763387074,0.032643287952662574,0.2092099409659363,0.03628599438301343,0.2092099409659363,0.03628599438301343,17.14,18.6242,20.251143
Lucubratio,0110980101,L,P0110980101OMS411SIMAGE1000.FTZ,20.2982430911583,0.2097165693105853,20.2982430911583,0.2097165693105853,0.17920790523800587,0.03410180845997663,358.41581047601176,68.20361691995326,3836.9933692296036,8.004259170159786,1.7391158360861534,3478.577558753592,28.54365063782365,434.5908203125,701.130859375,18.5662,13.0,6.0,0.0,1.0162205696106,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0366597654968204,1.7392887793767957,1.7858397380046953,1.9184966846148015,1.971617363023903,0.18577762501920758,0.0353727310988613,0.20285362059645987,0.039182421310263865,0.20285362059645987,0.039182421310263865,17.14,18.6242,20.251143
Dowling,0673002335,L,P0673002335OMS409SIMAGE0000.FTZ,17.68630233469601,0.040947967889537085,17.68630233469601,0.040947967889537085,1.8055024519657656,0.03440073239364738,5669.277699172504,108.01829971605278,10617.595749539323,16.706487581851707,2.602897603797707,4948.318050366819,32.40921665217606,296.19140625,565.876953125,18.5662,14.0,5.999999999999998,0.0,1.11068069934845,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.04368726163384,1.4633333633932817,1.5111086229250046,3.268835815359047,3.3954885328903384,1.8843799099653338,0.03608110237886448,2.2488426340214613,0.08481392895375375,2.2488426340214613,0.08481392895375375,19.19,20.6742,19.922955
#Kaneko,0160961001,L,P0160961001OMS004FSIMAGL000.FTZ,20.382286763154745,0.209136456905611,20.382286763154745,0.209136456905611,0.15822421701631026,0.030024624953593492,522.1399161538238,99.08126234685852,7836.734417365864,21.18379419943246,3.205788286797141,7314.59450121204,44.501259879706105,345.2919921875,618.7255859375,18.5662,13.0,6.0,0.0,1.0593593120575,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.042431857752359,2.216543788246073,2.2800510766074558,2.3747680052623834,2.4449890410931805,0.16493796448572473,0.03131537992465992,0.1877436663546358,0.036163528876151936,0.1877436663546358,0.036163528876151936,17.22,18.7042,19.894526
Asteropaios,0803161101,L,P0803161101OMS411SIMAGE1000.FTZ,21.271897334233344,0.29866127718384305,21.271897334233344,0.29866127718384305,0.0658580008453695,0.017984140656448794,90.8840411666099,24.818114105899333,571.3014711372089,5.004908267016912,1.372034507600882,480.41742997059896,6.681116421394751,95.9892578125,388.5771484375,18.5662,13.0,6.000000000000001,0.0,1.1444935798645,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0216397603459078,0.34812857244246304,0.3549268655045032,0.4139865732878325,0.4222100177050271,0.06728315220052389,0.018378493594904465,0.08274105732177987,0.022760182820929162,0.08274105732177987,0.022760182820929162,18.04,19.5242,19.633095
#Mucha,0300240101,L,P0300240101OMS008SIMAGE0000.FTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#The,0501270301,L,P0501270301OMS007FSIMAGL000.FTZ,21.28759090726043,0.3754736039368828,21.28759090726043,0.3754736039368828,0.06768430066608765,0.02329773793229854,304.5793529973944,104.83982069534343,8938.179309810512,20.211253156638087,2.7950989830721733,8633.599956813117,45.31234592935184,427.16796875,694.318359375,18.5662,13.0,6.0,0.0,1.07992041110992,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.038394946204908,1.9185777681806926,1.9702419438041308,1.9862620688467802,2.0405249795532097,0.0702830357490789,0.024198042612262747,0.08155369395681424,0.02820322747364978,0.08155369395681424,0.02820322747364978,17.44,18.9242,20.213562
Chesneau,0302580701,L,P0302580701OMS405SIMAGE1000.FTZ,19.896294640775352,0.11635609704566295,19.896294640775352,0.11635609704566295,0.24132658868904885,0.024496387636525428,723.9797660671466,73.48916290957628,4678.243575423956,9.837743754859444,1.9414221223263,3954.2638093568094,26.877750830869115,401.9482421875,842.935546875,18.5662,8.0,6.0,0.0,1.05747199058533,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0285124829957275,0.010761374878516574,/Users/eracero/workspace/tfm-viu/results/batch_L/elena/c1corr/c1_details_Chesneau_P0302580701OMS405SIMAGE1000.csv,1.0415428792482744,2.1418928967349387,2.202999012427135,2.390100305680401,2.4615176717909457,0.2585186593638107,0.02640083404596519,0.2937393595911527,0.03147944383415402,0.2937393595911527,0.03147944383415402,16.43,17.9142,20.226696
Chesneau,0302580701,L,P0302580701OMS007SIMAGE1000.FTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Gurzhij,0744490401,L,P0744490401OMS434SIMAGE2000.FTZ,20.184374741778534,0.15713011554948622,20.184374741778534,0.15713011554948622,0.1800318311715461,0.025377461844137757,414.073211694556,58.36816224151684,2921.724499193486,9.479113300401279,1.9465147503312696,2507.65128749893,22.025391353130296,264.544921875,546.5966796875,18.5662,13.0,6.000000000000002,0.0,1.12696540355682,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0334009223243115,1.0902831684777956,1.1214860743688126,1.2703149996493417,1.3075311347492231,0.18604506038041047,0.026237473996690585,0.22528387275440034,0.03260358038909521,0.22528387275440034,0.03260358038909521,18.26,19.7442,20.221659
Chrisclark,0670120401,L,P0670120401OMS413SIMAGE1000.FTZ,20.68226219027074,0.18897638821577784,20.68226219027074,0.18897638821577784,0.11579614085411977,0.0197928703768763,578.9807042705988,98.9643518843815,8120.722126907669,18.323047798053892,2.5914405935128917,7541.74142263707,40.90502190426032,411.5986328125,679.9501953125,18.5662,13.0,6.0,0.0,1.10710632801056,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0339280775352804,1.508348284527414,1.5469537889291234,1.6241444253815338,1.666678670228428,0.11972488129930459,0.020472233717038834,0.14242135845997483,0.024788967047745178,0.14242135845997483,0.024788967047745178,18.13,19.6142,20.369955
#Richardbaum,0201902401,L,P0201902401OMS404SIMAGE1000.FTZ,20.23328166822953,0.2125265162436254,20.23328166822953,0.2125265162436254,0.18407663304016056,0.03551608186007009,364.47173341951793,70.32184208293877,4038.813195766881,7.591614591626784,1.699797531547187,3674.341462347363,30.10561871430144,484.0,746.775390625,18.5662,13.0,6.0,0.0,1.04815816879272,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.038820405117749,1.8557280112865473,1.9127710703973888,2.0398046443267077,2.1039936329048796,0.1912225625074908,0.03691141951924912,0.21536113566049195,0.04215569152740183,0.21536113566049195,0.04215569152740183,17.67,19.1542,19.90227
Weisell,0691070301,L,P0691070301OMS401SIMAGE1000.FTZ,19.775145203618145,0.10970912639101955,19.775145203618145,0.10970912639101955,0.26603262582199233,0.025426820641369995,755.5326573344582,72.21217062149078,4515.0242625866085,18.448574582136654,2.867570506102021,3759.4916052521503,26.449448449460867,203.7822265625,488.12109375,18.5662,13.0,6.000000000000001,0.0,1.1126081943512,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0326267891437253,1.3237646497366726,1.3552582085469347,1.589797275558665,1.6299706247569727,0.27471241621003806,0.026284263907822156,0.3284141936774644,0.03318489419413717,0.3284141936774644,0.03318489419413717,16.45,17.9342,19.8031
Kaneko,0160961001,L,P0160961001OMS004FSIMAGL000.FTZ,20.245150514212717,0.2367733815229423,20.245150514212717,0.2367733815229423,0.17699644821089489,0.0381480419552632,584.0882790959531,125.88853845236856,11973.203707080334,21.297629627526977,3.2791769720952515,11389.115427984381,62.247252201146566,534.759765625,793.609375,18.5662,13.0,6.0,0.0,1.0593593120575,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0573300582786826,3.4512470993892066,3.5750604077514456,3.6282435476001016,3.762204072653391,0.18714366490194534,0.04035606929557573,0.2130197125524458,0.04645456876449501,0.2130197125524458,0.04645456876449501,17.22,18.7042,19.894526
The,0501270301,L,P0501270301OMS007FSIMAGL000.FTZ,23.283385936064544,2.250576356567803,23.283385936064544,2.250576356567803,0.010787755064399284,0.022357916685212684,48.54489778979678,100.61062508345708,8110.515178816393,20.84127319809658,2.972375544616075,8061.970281026596,44.85513015104928,386.8271484375,657.078125,18.5662,13.0,5.999999999999998,0.0,1.07992041110992,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0365766532399852,1.7915489513392435,1.8384805692764343,1.8023367064036429,1.849662904317062,0.011182335040627711,0.023176542728165297,0.012975545519714748,0.026896460981527093,0.012975545519714748,0.026896460981527093,17.44,18.9242,20.213562
Richardbaum,0201902401,L,P0201902401OMS404SIMAGE1000.FTZ,20.857891822141724,0.3046799572196041,20.857891822141724,0.3046799572196041,0.10404369541286018,0.02899278383894346,206.00651691746316,57.40571200110805,2736.9232763359323,7.761269882321358,1.776657251403323,2530.916759418469,23.63244579001987,326.095703125,601.0078125,18.5662,13.0,6.0,0.0,1.04815816879272,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0339018278895509,1.2782407875850854,1.314619355073315,1.3822844829979455,1.4221903219410548,0.10757096686773981,0.02998360055839812,0.12114995890103757,0.03399718190713481,0.12114995890103757,0.03399718190713481,17.67,19.1542,19.90227
1996 UT,0412592501,L,P0412592501OMS006FSIMAGL000.FTZ,21.058768240125552,0.3284839398025021,21.058768240125552,0.3284839398025021,0.08430539230038175,0.025348686678768006,84.30539230038175,25.348686678768004,590.8493052395061,5.148498896748951,1.444852442634142,506.5439129391243,7.190730915480315,98.38671875,390.8173828125,18.5662,13.0,6.0,0.0,1.08736991882324,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0222065518102572,0.5065439129391243,0.5161004963337273,0.5908493052395061,0.6022780206961116,0.08617752436238424,0.025921776469459316,0.10068683836966365,0.030462294106417077,0.10068683836966365,0.030462294106417077,17.97,19.4542,19.299034
Ivanka,0692330401,L,P0692330401OMS007FSIMAGL000.FTZ,21.03209730501827,0.16374729250520598,21.03209730501827,0.16374729250520598,0.07884441062260275,0.011597535127605684,394.22205311301377,57.98767563802842,3067.7510412223637,17.987947671581214,2.6174110180703396,2673.52898810935,17.170308228999023,148.62890625,513.3271484375,18.5662,6.0,5.999999999999998,0.0,1.11329662799835,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0625866409500555,0.00674222217821747,/Users/eracero/workspace/tfm-viu/results/batch_L/elena/c1corr/c1_details_Ivanka_P0692330401OMS007FSIMAGL000.csv,1.0296592990347395,1.1585292281807182,1.1846746161368515,1.2423082456218766,1.2709384605091338,0.0862638443722823,0.01270452018039062,0.10319082342840556,0.015562915798853669,0.10319082342840556,0.015562915798853669,17.66,19.1442,20.75167
Pesonen,0148880101,L,P0148880101OMS408SIMAGE2000.FTZ,21.369024383161978,0.23427892083313825,21.369024383161978,0.23427892083313825,0.06562270587155868,0.013996420368803717,280.86518113027114,59.90467917847991,3088.194720215164,11.354035136036979,2.0793556823816077,2807.329539084893,22.36908284354635,247.25390625,528.259765625,18.5662,13.0,6.0,0.0,1.03910875320435,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0326513897443397,0.6559181166086199,0.67577833597368,0.7215408224801786,0.7435437143907291,0.0677653784170491,0.014455608115728264,0.0756606811396043,0.01632597862361262,0.0756606811396043,0.01632597862361262,18.93,20.4142,21.114185
Jepejacobsen,0784401201,L,P0784401201OMS006FSIMAGL000.FTZ,20.66184947563419,0.24561321636573638,20.66184947563419,0.24561321636573638,0.11341393093502956,0.02538160837684577,567.0696546751478,126.90804188422885,12317.367949694395,22.78332242183998,3.3245453722815848,11750.298295019247,61.549030416366335,515.7412109375,776.04296875,18.5662,13.0,6.0,0.0,1.1409797668457,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0437451913361766,2.350059659003849,2.4192127914189268,2.4634735899388787,2.537588036462897,0.11837524504397035,0.026500964678606187,0.14512432399040742,0.03282975970971504,0.14512432399040742,0.03282975970971504,17.43,18.9142,20.241419
Astrometria,0793581001,L,P0793581001OMS006FSIMAGL000.FTZ,21.739011427473084,0.481196703706379,21.739011427473084,0.481196703706379,0.04258737513693177,0.01882102769463937,212.93687568465884,94.10513847319686,7230.3664043881,16.388422124592786,2.4825640369425956,7017.429528703441,40.316382311306846,428.1943359375,695.2158203125,18.5662,13.0,6.0,0.0,1.13922166824341,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0322501231744838,1.403485905740688,1.437124272846387,1.4460732808776198,1.4810850960771629,0.04396082323077577,0.01943094573591193,0.05381154098810354,0.023849201044117658,0.05381154098810354,0.023849201044117658,18.48,19.9642,20.400606
Pluto,0793183801,L,P0793183801OMS071SIMAGE0000.FTZ,17.89201807964931,0.04884396113536512,17.89201807964931,0.04884396113536512,1.4647396299136581,0.04535755128415747,1669.8031781015702,51.707608463939515,2546.591076240409,6.247996212180817,1.6649315155587099,876.7878981388391,11.273229209931825,140.3310546875,429.5400390625,18.5662,13.0,6.000000000000001,0.0,1.14093232154846,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0362178687444894,0.7691121913498588,0.7906419492048536,2.233851821263517,2.308431326779577,1.517789377574723,0.04722423164295919,1.8606846211822672,0.08370654313958295,1.8606846211822672,0.08370654313958295,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS066SIMAGE0000.FTZ,17.964958423263937,0.04943635028250056,17.964958423263937,0.04943635028250056,1.3719336063399787,0.043548200470754424,1564.0043112275757,49.644948536660046,2373.923307150835,6.152272184454713,1.48523849280781,809.9189959232593,9.523529180760118,131.6455078125,421.5107421875,18.5662,13.0,6.0,0.0,1.14093101024628,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0344339752604719,0.7104552595818064,0.7290896589414227,2.0823888659217853,2.1482643931411225,1.4191747341996996,0.045268303203132965,1.7397892005050777,0.07921707333447599,1.7397892005050777,0.07921707333447599,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS062SIMAGE0000.FTZ,17.95172176579389,0.0494470901953162,17.95172176579389,0.0494470901953162,1.38731579505552,0.04407316078312465,1581.5400063632928,50.243403292762096,2400.2771400650963,5.696220520784647,1.6123107195435746,818.7371337018034,11.141024834997914,143.7333984375,432.67578125,18.5662,13.0,6.000000000000001,0.0,1.14093005657196,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0355130247587383,0.7181904681594766,0.7381187361985031,2.1055062632149966,2.1747023114320183,1.4365835752335152,0.04584388642080619,1.7611295074812412,0.08020617314159034,1.7611295074812412,0.08020617314159034,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS075SIMAGE0000.FTZ,18.037416658011747,0.05116826852973218,18.037416658011747,0.05116826852973218,1.2819221605627682,0.04357733282942859,1461.3912630415557,49.67815942554859,2352.9867645069025,6.962402720163769,1.7120820421862808,891.595501465347,10.720669727368724,128.05859375,418.2373046875,18.5662,13.0,6.000000000000001,0.0,1.14093351364136,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0355950566403744,0.7821013170748657,0.803986159243064,2.064023477637634,2.1315384117196152,1.327552252476551,0.04531731581019355,1.6274712930633783,0.07669902089264553,1.6274712930633783,0.07669902089264553,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS081SIMAGE0000.FTZ,17.895242654311797,0.04916115923163438,17.895242654311797,0.04916115923163438,1.4593297059749926,0.0458058092136815,1663.6358648114915,52.21862250359691,2605.44460513629,6.227156297410724,1.5271228351327741,941.8087403247986,11.015440573888444,151.2421875,439.6328125,18.5662,13.0,5.999999999999999,0.0,1.14093506336212,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.036972436071588,0.8261480178287707,0.8498964960306931,2.2854777238037634,2.3631811762672155,1.5132846802365223,0.047721074429369986,1.8551666919035508,0.08400029578267171,1.8551666919035508,0.08400029578267171,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS065SIMAGE0000.FTZ,17.992184606944125,0.0504608381048094,17.992184606944125,0.0504608381048094,1.3360324716949397,0.04420364433517967,1523.0770177322313,50.39215454210482,2428.50285146432,6.49496359889078,1.563837869229841,905.4258337320887,10.529310895355641,139.404296875,428.6826171875,18.5662,13.0,6.000000000000001,0.0,1.1409307718277,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0359253825563268,0.7942331874842883,0.8165391165737874,2.130265659179228,2.2005690659220427,1.3840299493482553,0.04599223006065424,1.696704287249154,0.07885629688120831,1.696704287249154,0.07885629688120831,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS072SIMAGE0000.FTZ,18.00645814332811,0.05004030944955818,18.00645814332811,0.05004030944955818,1.3160027344498735,0.04285539165320513,1500.2431172728557,48.855146484653844,2294.5102135362104,6.264862479770113,1.547617622766641,794.2670962633547,9.608076004111066,126.78125,417.02734375,18.5662,13.0,6.000000000000001,0.0,1.14093255996704,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0379551812346115,0.6967255230380304,0.7187202133095555,2.012728257487904,2.0846720700507184,1.3659518567411628,0.04464854383454382,1.6745446909699975,0.07717781718875809,1.6745446909699975,0.07717781718875809,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS076SIMAGE0000.FTZ,17.96689456209834,0.049568559104337065,17.96689456209834,0.049568559104337065,1.3682157030534992,0.04368564429460671,1559.765901480989,49.80163449585165,2365.0798190613277,5.985464975991602,1.6424366723234605,805.3139175803387,10.729537706587058,134.544921875,424.1796875,18.5662,13.0,6.0,0.0,1.14093375205994,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.035394374417334,0.7064157171757358,0.7260285235080369,2.074631420229235,2.1426713654390874,1.4166428419310506,0.04543344305721734,1.7366894864218871,0.07928741006431038,1.7366894864218871,0.07928741006431038,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS061SIMAGE0000.FTZ,17.994227035235124,0.050175838818433995,17.994227035235124,0.050175838818433995,1.3340393368553505,0.04364949719540223,1520.8048440150997,49.760426802758545,2365.6599703454413,6.143441006108917,1.578979515972552,844.8551263303417,10.509048731795371,137.521484375,426.9404296875,18.5662,13.0,6.0,0.0,1.14092969894409,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0355242871484742,0.7411009880090718,0.7617707364584484,2.0751403248644222,2.1432008697836085,1.3814301333251602,0.0453972980621546,1.6935155390000065,0.0782635582879979,1.6935155390000065,0.0782635582879979,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS058SIMAGE0000.FTZ,17.993946176266693,0.050463424006447016,17.993946176266693,0.050463424006447016,1.3325910682861462,0.04411217410187621,1519.1538178462067,50.287878476138886,2392.8328229659237,5.916549068801808,1.6498441687478846,873.679005119717,11.66352856836167,147.6669921875,436.3076171875,18.5662,13.0,6.0,0.0,1.14092898368835,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.036918547600146,0.7663850922102781,0.7891660912108085,2.098976160496424,2.170954486283006,1.3817883950721974,0.04592234440112733,1.6939536753998383,0.0787324935057706,1.6939536753998383,0.0787324935057706,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS078SIMAGE0000.FTZ,17.989553605748913,0.0499824971876262,17.989553605748913,0.0499824971876262,1.3393595411709054,0.04348890372402391,1526.869876934832,49.57735024538726,2368.323248750763,6.292434696565595,1.456507001869348,841.4533718159308,9.465221001278165,133.724609375,423.4345703125,18.5662,13.0,5.999999999999999,0.0,1.14093422889709,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.035856025776708,0.7381169928209919,0.7590569545202821,2.0774765339918972,2.1464406059236913,1.3873836514034092,0.04524485658313349,1.7008207973853622,0.07829828864656786,1.7008207973853622,0.07829828864656786,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS056SIMAGE0000.FTZ,17.985342413584764,0.04878020858723168,17.985342413584764,0.04878020858723168,1.3449863623278748,0.04155927722728073,1533.2844530537773,47.37757603910003,2171.1851741517894,6.075527492948559,1.6261889319308551,637.9007210980121,8.570270543507691,104.9951171875,396.9091796875,18.5662,13.0,5.999999999999999,0.0,1.14092814922333,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0355366707799452,0.5595620360508877,0.5758012459444733,1.9045483983787626,1.96858394583391,1.3927826998894366,0.043216464535379355,1.7074304982930901,0.07671184878730912,1.7074304982930901,0.07671184878730912,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS068SIMAGE0000.FTZ,17.924905166244564,0.048968138556305725,17.924905166244564,0.048968138556305725,1.4202086112894863,0.04423200722983334,1619.0378168700145,50.42448824201001,2426.9193866082933,6.2147070383653045,1.6958222696439031,807.8815697382788,10.756840979595836,129.9951171875,419.99609375,18.5662,13.0,6.0,0.0,1.14093148708344,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0368235437649194,0.7086680436300692,0.7295940748612675,2.1288766549195555,2.2020998001038876,1.4725057252426201,0.04605845368527815,1.8051692771962475,0.08141553681864845,1.8051692771962475,0.08141553681864845,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS055SIMAGE0000.FTZ,17.935371642738517,0.04960790050998723,17.935371642738517,0.04960790050998723,1.407454230297838,0.045003440733295985,1604.4978225395353,51.303922435957425,2514.8769182716496,6.053744311585571,1.5080995863088773,910.3790957321145,10.82661253777402,150.3828125,438.8046875,18.5662,13.0,5.999999999999999,0.0,1.14092791080475,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0361854317658736,0.7985781541509777,0.8209722926860338,2.2060323844488154,2.2793558619979044,1.4583835693118705,0.04684731323421724,1.7878510871071611,0.08168794150316887,1.7878510871071611,0.08168794150316887,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS054SIMAGE0000.FTZ,17.93635792421468,0.04979080541622077,17.93635792421468,0.04979080541622077,1.4016771505980463,0.04516948297007085,1597.9119516817727,51.49321058588077,2526.0632490301505,6.272161659889651,1.5817715154314778,928.1512973483776,11.202119773137246,147.9794921875,436.6064453125,18.5662,13.0,6.000000000000001,0.0,1.14315366744995,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0374874380019186,0.8141678046915594,0.8385017235200736,2.215844955289606,2.29272415939987,1.4542224358797964,0.04706144788699999,1.7862277427412045,0.08191468088732672,1.7862277427412045,0.08191468088732672,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS069SIMAGE0000.FTZ,17.974994960085322,0.04998818234636683,17.974994960085322,0.04998818234636683,1.3550506815074965,0.04400471500738598,1544.757776918546,50.165375108420015,2405.410092686303,6.22850095653717,1.5776718200974134,860.6523157677572,10.542996115060646,138.1796875,427.556640625,18.5662,13.0,6.000000000000001,0.0,1.14315581321716,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0356658884194188,0.7549581717261028,0.7760083799497803,2.1100088532335994,2.1793881478665806,1.4033797679168003,0.04577688884044286,1.723780708188239,0.07936428778824967,1.723780708188239,0.07936428778824967,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS057SIMAGE0000.FTZ,17.971020769217624,0.05014694461372207,17.971020769217624,0.05014694461372207,1.359813461662811,0.044441131393867975,1550.1873462956046,50.66288978900949,2432.4736870694906,6.0816204862305066,1.6636977921302951,882.2863407738859,11.586833678957815,145.07421875,433.91015625,18.5662,13.0,6.0,0.0,1.14315402507782,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0358246230435657,0.7739353866437595,0.7955685616898821,2.1337488483065705,2.2040968280263296,1.4085282663364476,0.04623508314562951,1.7301019368070718,0.07990830736123469,1.7301019368070718,0.07990830736123469,14.66,16.1442,21.213638
Pluto,0793183801,L,P0793183801OMS079SIMAGE0000.FTZ,17.950234846975334,0.04956972134038253,17.950234846975334,0.04956972134038253,1.3861682105669755,0.044257352673894225,1580.231760046352,50.45338204823942,2432.8850553655066,6.105969302256139,1.574119848876393,852.6532953191546,10.61408049432927,139.642578125,428.890625,18.5662,13.0,6.0,0.0,1.14315724372864,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0357686886206727,0.7479414871220654,0.7688207235720086,2.134109697689041,2.2045703532386294,1.4357496296666208,0.04604840857826256,1.7635430316345146,0.08051527871406705,1.7635430316345146,0.08051527871406705,14.66,16.1442,21.213638
