observation_id,sso_name,ra_deg_1,dec_deg_1,ra_deg_2,dec_deg_2,filter,xmatch_type,v_mag_1,v_mag_1_corrected,mlim_obs,FITS_FILE,DECISION,dra_arcsec,ddec_arcsec,trail_len_arcsec,pa_deg_E_of_N,frame_t1,frame_t2,exposure_s,horizons_location,horizons_id_used,skybot_radius_arcmin,sep_start_arcsec_from_frame_center,sep_end_arcsec_from_frame_center
0611181501,Solvejg,83.675760000,21.989050000,83.677770000,21.988630000,L,2,16.764,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,6.710,-1.512,6.878,102.699,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,Solvejg,10.000,164.999,170.665
0611181501,2019 TV58,83.612130000,22.095130000,83.618510000,22.097790000,L,2,23.158,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,21.281,9.576,23.336,65.773,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2019 TV58,10.000,278.682,280.795
0611181501,2005 WT118,83.560200000,21.943970000,83.567400000,21.943190000,L,2,20.434,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,24.042,-2.808,24.206,96.662,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2005 WT118,10.000,395.950,381.752
0611181501,2007 YC67,83.651620000,22.148160000,83.659870000,22.146190000,L,2,21.912,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,27.509,-7.092,28.408,104.457,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2007 YC67,10.000,451.355,446.982
0611181501,2002 JD102,83.714910000,22.128030000,83.719080000,22.126890000,L,2,21.551,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,13.906,-4.104,14.499,106.442,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2002 JD102,10.000,448.281,452.520
0611181501,2005 LZ31,83.680000000,21.899050000,83.683380000,21.900090000,L,2,22.410,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,11.290,3.744,11.895,71.653,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2005 LZ31,10.000,463.555,463.139
0611181501,2014 NO8,83.656800000,22.155050000,83.657650000,22.154680000,L,2,24.553,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,2.834,-1.332,3.131,115.173,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2014 NO8,10.000,477.507,476.472
0611181501,2015 TG200,83.485740000,22.026910000,83.498520000,22.023390000,L,2,22.284,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,42.650,-12.672,44.493,106.547,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2015 TG200,10.000,523.743,480.917
0611181501,2007 TM155,83.786350000,22.044340000,83.790840000,22.042140000,L,2,22.114,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,14.982,-7.920,16.947,117.862,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2007 TM155,10.000,485.707,499.362
0611181501,2015 YC27,83.545510000,22.137750000,83.552220000,22.136420000,L,2,22.721,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,22.375,-4.788,22.882,102.078,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2015 YC27,10.000,524.807,507.435
0611181501,2000 YC42,83.545760000,21.903040000,83.559870000,21.902840000,L,2,20.290,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,47.129,-0.720,47.135,90.875,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2000 YC42,10.000,539.700,513.467
0611181501,2016 GG154,83.757890000,22.118970000,83.765110000,22.119920000,L,2,22.343,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,24.079,3.420,24.321,81.916,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2016 GG154,10.000,516.811,537.189
0611181501,2021 PO144,83.475580000,22.037310000,83.480350000,22.036620000,L,2,24.592,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,15.917,-2.484,16.110,98.870,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2021 PO144,10.000,559.801,543.725
0611181501,2003 SP379,83.529740000,21.906450000,83.533670000,21.905790000,L,2,24.080,17.7242,20.580872,P0611181501OMS007FSIMAGL000.FTZ,D,13.126,-2.376,13.340,100.260,2012-02-24T22:08:17.000,2012-02-24T23:31:37.000,5000.000,@XMM,2003 SP379,10.000,564.155,557.274
