target_name,observation_id,filter,fits_name,mag_ab,mag_err,count_rate,count_rate_err,net_counts,net_counts_err,aper_counts,bkg_per_pix,bkg_rms_per_pix,bkg_counts_ap,bkg_counts_ap_err,A_ap_eff,A_bg_eff,zp_ab,tds_corr,c2,f_apcorr,c1,c1_err,c1_detail_csv,coi_factor,rate_tot_6,rate_tot_6_coi,rate_bkg_6,count_rate_coi,count_rate_final,trail_height_pix,trail_semi_out_pix,trail_semi_in_pix,apcorr_mag,mag_ab_apcorr,mag_ab_apcorr_err,v_mag_1,v_mag_1_corrected,mlim_obs
Barbara,0781040101,L,P0781040101OMS008FSIMAGL000.FTZ,15.871447144039296,0.007237112257669054,8.730589155167824,0.055725076770212344,39287.651198255204,250.76284546595554,52741.41542559024,16.631421424964866,2.8110703527153675,13453.764227335032,79.95192725563163,808.9365234375,1379.5595703125,18.5662,1.0,1.158512375118678,0.9169213138850281,1.0459284734098526,0.06421876009479331,/Users/eracero/workspace/tfm-viu/results/batch_L/elena/c1corr/c1_details_Barbara_P0781040101OMS008FSIMAGL000.csv,1.0944385569668176,12.664883604313204,13.86093693605725,3.5333118172799076,10.327625118777343,10.970671486413226,11.0,7.0,0.0,0.09416982988650122,15.965616973925798,0.050888032823859765,12.442,12.442,20.696785
