target_name,observation_id,filter,fits_name,mag_ab,mag_err,count_rate,count_rate_err,net_counts,net_counts_err,aper_counts,bkg_per_pix,bkg_rms_per_pix,bkg_counts_ap,bkg_counts_ap_err,A_ap_eff,A_bg_eff,zp_ab,trail_height_pix,trail_semi_out_pix,trail_semi_in_pix,apcorr_mag,mag_ab_apcorr,mag_ab_apcorr_err,v_mag_1,v_mag_1_corrected,mlim_obs,tds_corr,c2,f_apcorr,c1,coi_factor,rate_tot_6,rate_tot_6_coi,count_rate_coi,count_rate_final,c1_err,c1_detail_csv,rate_bkg_6
Pluto,0793183801,L,P0793183801OMS078SIMAGE0000.FTZ,18.112371244431273,0.0379348443061244,1.3110849284187334,0.04580989465936344,1494.636818397356,52.223279911674325,2325.14481724659,6.53465949625885,1.5573674505224262,830.5079988492339,17.55704903524536,127.0927734375,417.3193359375,18.5662,13.0,5.999999999999999,0.0,-0.009591175177411317,18.10278006925386,0.04232793838687471,14.66,16.1442,21.213638,1.0,1.158512375118678,1.008872931942269,1.0,1.0,831.8190837776526,831.8190837776526,1.3110849284187334,1.5323852827303615,,,
Pluto,0793183801,L,P0793183801OMS056SIMAGE0000.FTZ,18.130044072771625,0.03721735106217272,1.2899167838518943,0.044217818721198045,1470.5051335911596,50.40831334216577,2168.195823010057,6.635108112049697,1.674237631508862,697.6906894188976,17.16819198347262,105.1513671875,397.064453125,18.5662,13.0,6.000000000000001,0.0,-0.03814151712975597,18.09190255564187,0.04607622626861293,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0357539705878485,1.0,1.0,698.9806062027495,698.9806062027495,1.2899167838518943,1.5478147384623913,,,
Pluto,0793183801,L,P0793183801OMS068SIMAGE0000.FTZ,18.12230332133526,0.03858391897600108,1.2991461009114103,0.0461694279225878,1481.0265550390077,52.63314783175009,2287.223435560707,7.14356081559486,1.8291636803863087,806.1968805216992,19.43192175229355,112.8564453125,404.2158203125,18.5662,13.0,6.0,0.0,0.0,18.12230332133526,0.03858391897600108,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,807.4960266226107,807.4960266226107,1.2991461009114103,1.5050768349930477,,,
Pluto,0793183801,L,P0793183801OMS055SIMAGE0000.FTZ,18.083614220563152,0.03743350463976804,1.3462745455767313,0.04641777143616852,1534.7529819574738,52.916259437232114,2346.03853319888,6.321914058178663,1.6456034724714783,811.2855512414062,18.641796896326877,128.3291015625,418.4501953125,18.5662,13.0,5.999999999999999,0.0,0.11869855049409925,18.20231277105725,0.19601847860880622,14.66,16.1442,21.213638,1.0,1.158512375118678,0.8964386642548933,1.0,1.0,812.631825786983,812.631825786983,1.3462745455767313,1.3981536203248792,,,
Pluto,0793183801,L,P0793183801OMS054SIMAGE0000.FTZ,18.083243198827986,0.03540191759895518,1.3467346780383993,0.043913595007433776,1535.2775329637752,50.061498308474505,2169.153721277602,6.349737503627936,1.6403770599800767,633.8761883138267,16.389587381275923,99.8271484375,392.1455078125,18.5662,13.0,6.0,0.0,-0.04605109879444547,18.03719210003354,0.1371632921992993,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0433269831628376,1.0,1.0,635.2229229918651,635.2229229918651,1.3467346780383993,1.627807930505847,,,
Pluto,0793183801,L,P0793183801OMS069SIMAGE0000.FTZ,18.05241829419877,0.0379328893559008,1.3855174664983296,0.048408106067375084,1579.4899118080957,55.185240916807594,2499.027084877249,6.109802258216728,1.644221857114507,919.5371730691531,20.171188370439484,150.501953125,438.9443359375,18.5662,13.0,6.000000000000001,0.0,0.0,18.05241829419877,0.0379328893559008,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,920.9226905356514,920.9226905356514,1.3855174664983296,1.6051391308813934,,,
Pluto,0793183801,L,P0793183801OMS057SIMAGE0000.FTZ,18.074110102252497,0.038633600086576764,1.358111047111055,0.04832708765519987,1548.2465937066027,55.09287992692785,2455.5591119229794,6.154286519173653,1.714193942466364,907.3125182163767,20.81371252241666,147.427734375,436.0859375,18.5662,13.0,6.000000000000001,0.0,0.0,18.074110102252497,0.038633600086576764,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,908.6706292634877,908.6706292634877,1.358111047111055,1.573388454863543,,,
Pluto,0793183801,L,P0793183801OMS079SIMAGE0000.FTZ,18.130476327246832,0.040845142760023066,1.2894033429957223,0.048508670553478184,1469.9198110151235,55.29988443096513,2518.947221308248,6.96030057175173,1.6318998507701266,1049.0274102931246,20.034242372904885,150.7158203125,439.12109375,18.5662,13.0,6.0,0.0,0.0,18.130476327246832,0.040845142760023066,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,1050.3168136361203,1050.3168136361203,1.2894033429957223,1.4937897293799378,,,
Pluto,0793183801,L,P0793183801OMS059SIMAGE0000.FTZ,18.06564038454549,0.03771228304370301,1.3687469641781809,0.04754404801353669,1560.3715391631263,54.20021473543183,2461.8114635027014,6.002682342116994,1.5364023619612543,901.4399243395752,18.827847841912348,150.1728515625,438.634765625,18.5662,13.0,6.0,0.0,0.0008970134144921428,18.06653739795998,0.05465429001288436,14.66,16.1442,21.213638,1.0,1.158512375118678,0.9991741613060637,1.0,1.0,902.8086713037534,902.8086713037534,1.3687469641781809,1.584400755486399,,,
Pluto,0793183801,L,P0793183801OMS060SIMAGE0000.FTZ,18.01549208403805,0.035954390777423406,1.4334498025212676,0.04747058520739621,1634.1327748742451,54.11646713643167,2468.313244029414,6.105751927540853,1.5971932152954673,834.1804691551688,18.668863820676695,136.6220703125,426.0888671875,18.5662,13.0,5.999999999999999,0.0,0.0,18.01549208403805,0.035954390777423406,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,835.6139189576901,835.6139189576901,1.4334498025212676,1.6606693353323139,,,
Pluto,0793183801,L,P0793183801OMS077SIMAGE0000.FTZ,18.150584860697087,0.043375638727284,1.265742545960426,0.050568657451719706,1442.9465023948856,57.648269494960466,2565.135101775406,6.891859740941685,1.8492698374263705,1122.1885993805204,23.597445792116282,162.828125,450.3095703125,18.5662,13.0,6.0,0.0,0.0,18.150584860697087,0.043375638727284,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,1123.4543419264808,1123.4543419264808,1.265742545960426,1.4663784032093756,,,
Pluto,0793183801,L,P0793183801OMS073SIMAGE0000.FTZ,18.114497430167035,0.03946104347715849,1.308519956956855,0.04755969688883118,1491.7127509308148,54.21805445326755,2403.5745575516485,6.72548736993549,1.731343788955504,911.8618066208336,20.159787286458062,135.5830078125,425.16015625,18.5662,13.0,6.0,0.0,0.0,18.114497430167035,0.03946104347715849,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,913.1703265777904,913.1703265777904,1.308519956956855,1.5159365632242767,,,
Pluto,0793183801,L,P0793183801OMS064SIMAGE0000.FTZ,18.105171457236008,0.039799307703760736,1.3198079494249768,0.04838117591326715,1504.5810623444736,55.15454054112455,2459.7339337537996,6.608759233789536,1.738208333028758,955.1528714093262,20.89672874623898,144.5283203125,433.4111328125,18.5662,13.0,6.000000000000001,0.0,0.0,18.105171457236008,0.039799307703760736,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,956.4726793587512,956.4726793587512,1.3198079494249768,1.5290138421888422,,,
Pluto,0793183801,L,P0793183801OMS074SIMAGE0000.FTZ,18.15739417876483,0.04192495499936012,1.2578291385107976,0.048571824655935424,1433.9252179023092,55.37188010776638,2459.8764357592445,6.905674329434318,1.745038757605737,1025.9512178569353,21.269896969837227,148.56640625,437.126953125,18.5662,13.0,6.000000000000001,0.0,0.0,18.15739417876483,0.04192495499936012,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,1027.209046995446,1027.209046995446,1.2578291385107976,1.4572106227496249,,,
Pluto,0793183801,L,P0793183801OMS063SIMAGE0000.FTZ,18.094309180689546,0.03665148905557648,1.3330782738952078,0.04500258244993736,1519.709232240537,51.30294399292859,2236.0737706273794,6.03274192661047,1.6077359585720274,716.3645383868425,17.51960826971891,118.74609375,409.607421875,18.5662,13.0,6.0,0.0,0.1259671156333376,18.220276296322883,0.0649625364408831,14.66,16.1442,21.213638,1.0,1.158512375118678,0.8904574130219511,1.0,1.0,717.6976166607377,717.6976166607377,1.3330782738952078,1.3752114558399482,,,
Pluto,0793183801,L,P0793183801OMS067SIMAGE0000.FTZ,18.205614857066966,0.04183794343215144,1.2031876899838387,0.04636538501593885,1371.6339665815763,52.85653891817029,2308.694849844789,6.927261037998889,1.6493063622951973,937.060883263213,19.18246710587882,135.271484375,424.8798828125,18.5662,13.0,6.000000000000001,0.0,0.0,18.205614857066966,0.04183794343215144,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,938.2640709531968,938.2640709531968,1.2031876899838387,1.3939078284367328,,,
Pluto,0793183801,L,P0793183801OMS070SIMAGE0000.FTZ,18.09808218033026,0.038614701342882515,1.328453785297751,0.047248637899138274,1514.437315239436,53.86344720501763,2420.2815378021915,6.736124005317688,1.6479442556267812,905.8442225627555,19.110156318145954,134.4755859375,424.126953125,18.5662,13.0,6.0,0.0,0.0,18.09808218033026,0.038614701342882515,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,907.1726763480532,907.1726763480532,1.328453785297751,1.539030150040696,,,
Pluto,0793183801,L,P0793183801OMS080SIMAGE0000.FTZ,18.12814762378967,0.039242690480758874,1.2921718427145925,0.04670562740315059,1473.0759006946355,53.24441523959167,2382.3994657485746,6.890803089012971,1.6162592980346844,909.3235650539392,18.56672647424158,131.9619140625,421.8125,18.5662,13.0,5.999999999999999,0.0,0.0,18.12814762378967,0.039242690480758874,14.66,16.1442,21.213638,1.0,1.158512375118678,1.0,1.0,1.0,910.6157368966537,910.6157368966537,1.2921718427145925,1.4969970705647615,,,
Potomac,0674480401,L,P0674480401OMS407SIMAGE1000.FTZ,19.370427682279725,0.0917377931229712,0.4115363958944419,0.03477336349740949,444.4593075659973,37.55523257720225,1083.9812599600991,4.299956527387672,1.2797295436524314,639.5219523941018,15.606800974351055,148.7275390625,437.2890625,18.5662,13.0,6.0,0.0,0.0,19.370427682279725,0.0917377931229712,16.23,17.7142,19.507391,1.0,1.158512375118678,1.0,1.0,1.0,639.9334887899963,639.9334887899963,0.4115363958944419,0.4767700074554505,,,
Sarpedon,0800400501,L,P0800400501OMS408SIMAGE1000.FTZ,19.655802868719352,0.07540524777343541,0.3164158099911195,0.021976063877510013,949.2474299733585,65.92819163253004,3093.123105324339,10.509043564399084,2.081727513828135,2143.8756753509806,29.733229595789755,204.0029296875,488.310546875,18.5662,13.0,5.999999999999999,0.0,0.0,19.655802868719352,0.07540524777343541,17.12,18.6042,20.12307,1.0,1.158512375118678,1.0,1.0,1.0,2144.192091160972,2144.192091160972,0.3164158099911195,0.3665716315579122,,,
Tinette,0400890201,L,P0400890201OMS409SIMAGE2000.FTZ,20.69577163515984,0.2589879655639485,0.1214145315843048,0.028962791309679346,534.2239389709412,127.43628176258912,9864.354816894978,28.53941403720861,3.554840909680992,9330.130877924037,64.2749150524931,326.9208984375,601.7666015625,18.5662,13.0,6.000000000000002,0.0,0.0,20.69577163515984,0.2589879655639485,17.44,18.9242,20.89806,1.0,1.158512375118678,1.0,1.0,1.0,9330.252292455622,9330.252292455622,0.1214145315843048,0.14066023735965472,,,
Tinette,0400890201,L,P0400890201OMS412SIMAGE2000.FTZ,20.43484818464883,0.2059636881912841,0.1543974235379499,0.029290101132088003,679.3486635669797,128.8764449811872,10532.361020334065,29.471600817095847,3.4252038789872197,9853.012356767085,62.62807713714054,334.322265625,608.634765625,18.5662,13.0,5.999999999999998,0.0,0.0,20.43484818464883,0.2059636881912841,17.44,18.9242,20.89806,1.0,1.158512375118678,1.0,1.0,1.0,9853.166754190623,9853.166754190623,0.1543974235379499,0.17887132585515486,,,
Seeligeria,0303670101,L,P0303670101OMS413SIMAGE1000.FTZ,18.604888905847915,0.03831191015644969,0.8329592596455888,0.02939325810032665,1665.9185192911775,58.7865162006533,2813.825743092224,6.462105536955863,1.6206969697305877,1147.9072238010465,21.600718205777156,177.63671875,472.439453125,18.5662,13.0,6.0,0.0,0.0,18.604888905847915,0.03831191015644969,15.63,17.1142,20.0592,1.0,1.158512375118678,1.0,1.0,1.0,1148.740183060692,1148.740183060692,0.8329592596455888,0.9649936102691068,,,
Seeligeria,0303670101,L,P0303670101OMS009SIMAGE1000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,15.63,17.1142,20.0592,,,,,,,,,,,,
Lictoria,0012440101,L,P0012440101OMS410SIMAGE1000.FTZ,18.37492305244633,0.0554685251629454,1.0294614818653856,0.052595293461484005,823.5691854923084,42.0762347691872,1398.1641032582847,3.482393441005917,1.285698013491433,574.5949177659763,16.515090009225194,165.0,452.30859375,18.5662,13.0,5.999999999999999,0.0,0.0,18.37492305244633,0.0554685251629454,15.29,16.7742,19.364645,1.0,1.158512375118678,1.0,1.0,1.0,575.6243792478417,575.6243792478417,1.0294614818653856,1.1926438664490617,,,
Ariane,0675470501,L,P0675470501OMS401SIMAGE1000.FTZ,20.73450090602622,0.34747263251488225,0.11715989137328961,0.03749641326391691,351.47967411986883,112.48923979175072,7279.43978293892,14.54737514237407,2.6200897846641635,6927.960108819051,57.1776818553935,476.234375,739.6064453125,18.5662,13.0,6.0,0.0,0.0,20.73450090602622,0.34747263251488225,16.84,18.3242,19.927706,1.0,1.158512375118678,1.0,1.0,1.0,6928.0772687104245,6928.0772687104245,0.11715989137328961,0.13573118402351608,,,
Ariane,0675470501,L,P0675470501OMS402SIMAGE1000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,16.84,18.3242,19.927706,,,,,,,,,,,,
Vivian,0693990301,L,P0693990301OMS011FSIMAGL000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,17.4,18.8842,21.13498,,,,,,,,,,,,
Vivian,0693990301,L,P0693990301OMS015FSIMAGL000.FTZ,21.388946974961303,0.40228537490488575,0.06412103631920363,0.023758823924620635,320.60518159601816,118.79411962310317,8850.25843870826,25.48245108905046,3.187298312919419,8529.653257112242,58.31332449143588,334.7265625,611.5048828125,18.5662,13.0,6.000000000000002,0.0,0.0,21.388946974961303,0.40228537490488575,17.4,18.8842,21.13498,1.0,1.158512375118678,1.0,1.0,1.0,8529.717378148562,8529.717378148562,0.06412103631920363,0.07428501408123162,,,
#Flagstaff,0804250301,L,P0804250301OMS008FSIMAGL000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,17.51,18.9942,20.047064,,,,,,,,,,,,
Epstein,0205330501,L,P0205330501OMS401SIMAGE1000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,17.33,18.8142,19.402891,,,,,,,,,,,,
Parler,0747400143,L,P0747400143OMS412SIMAGE0000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,18.31,19.7942,20.265831,,,,,,,,,,,,
1996 UT,0412592401,L,P0412592401OMS010FSIMAGL000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,17.96,19.4442,20.054035,,,,,,,,,,,,
1996 BB2,0694640901,L,P0694640901OMS404SIMAGE0000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,20.17,21.6542,20.098526,,,,,,,,,,,,
Kalman,0725290145,L,P0725290145OMS416SIMAGE0000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,18.15,19.6342,19.777819,,,,,,,,,,,,
#UBS,0802200801,L,P0802200801OMS403SIMAGE2000.FTZ,17.55729449418305,0.029123975288322175,2.186057218352705,0.05864113144161601,6514.450510691062,174.7505716960157,19431.681105986238,14.58819106194188,2.645264449123688,12917.230595295176,78.71419897320273,885.4580078125,1117.3232421875,18.5662,13.0,6.0,0.0,0.0,17.55729449418305,0.029123975288322175,19.38,20.8642,19.924963,1.0,1.158512375118678,1.0,1.0,1.0,12919.416652513528,12919.416652513528,2.186057218352705,2.532574340179123,,,
Solvejg,0611181301,L,P0611181301OMS006FSIMAGL000.FTZ,19.806785972264027,0.10247653920765913,0.27533722678131306,0.025988400216987527,497.25903156705135,46.935050791879476,1646.0815132390708,10.098064510091659,1.9547541894543377,1148.8224816720194,20.849687262453536,113.7666015625,405.013671875,18.5662,13.0,6.0,0.0,0.0,19.806785972264027,0.10247653920765913,16.23,17.7142,19.626968,1.0,1.158512375118678,1.0,1.0,1.0,1149.0978188988008,1149.0978188988008,0.27533722678131306,0.3189815845570091,,,
Solvejg,0611181501,L,P0611181501OMS007FSIMAGL000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,,,
Solvejg,0611181501,L,P0611181501OMS006FSIMAGL000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,,,
Landi,0700182001,L,P0700182001OMS008SIMAGE0000.FTZ,,,,,,,,,,,,,,,13.0,6.0,,,,,,,,,,,,,,,,,,,
#Flagstaff,0804250301,L,P0804250301OMS008FSIMAGL000.FTZ,20.043504004281473,0.11560962486177309,0.06913001703035553,0.01121012585637597,345.6500851517776,56.05062928187985,2275.331980695948,30.45989426928768,3.501182910842008,1929.6818955441704,27.867208400240365,63.3515625,548.103515625,18.5662,2.0,5.999999999999998,0.0,0.0,20.043504004281473,0.11560962486177309,17.51,18.9942,20.047064,1.0,1.158512375118678,1.0,2.009415529793289,1.0311573955333642,2.6474973940030924,2.729986517481598,0.22140005327417622,0.25649470157006776,0.538921730309882,/Users/eracero/workspace/tfm-viu/results/batch_L/elena/c1corr/c1_details_Flagstaff_P0804250301OMS008FSIMAGL000.csv,2.5085864642074216
#Flagstaff,0804250301,L,P0804250301OMS008FSIMAGL000.FTZ,20.287788273969383,0.11721737176538981,0.06026721774501484,0.010895694430215505,301.3360887250742,54.478472151077526,2146.7201564554125,30.580701460616353,3.4953507289340906,1845.3840677303383,27.152537484498833,60.3447265625,530.123046875,18.5662,2.0,6.0,0.0,0.0,20.287788273969383,0.11721737176538981,17.51,18.9942,20.047064,1.0,1.158512375118678,1.0,1.67662979065889,1.0302981570037686,2.5000451007208575,2.5757918596990006,0.17679257164956086,0.20481638208507183,1.3403123665285606,/Users/eracero/workspace/tfm-viu/results/batch_L/elena/c1corr/c1_details_Flagstaff_P0804250301OMS008FSIMAGL000.csv,2.3989992880494397
#Flagstaff,0804250301,L,P0804250301OMS008FSIMAGL000.FTZ,20.254634777563464,0.12590220255612541,0.05748493981815082,0.0113780771236996,287.4246990907541,56.890385618498,2207.079484852031,31.418446130798635,3.88848720436737,1919.6547857612768,30.394842061509905,61.099609375,534.5830078125,18.5662,2.0,5.999999999999998,0.0,0.0,20.254634777563464,0.12590220255612541,17.51,18.9942,20.047064,1.0,1.158512375118678,1.0,1.7760063697426245,1.0308666789201046,2.597644840770967,2.6778255100195105,0.18227428852985073,0.21116701892778458,0.2898899402602896,/Users/eracero/workspace/tfm-viu/results/batch_L/elena/c1corr/c1_details_Flagstaff_P0804250301OMS008FSIMAGL000.csv,2.49555122148966
Flagstaff,0804250301,L,P0804250301OMS008FSIMAGL000.FTZ,20.223832727523924,0.1170200055641273,0.06312661763826904,0.010801992328011926,315.6330881913452,54.00996164005963,2129.2043769229203,30.587120145946354,3.4549472894467885,1813.5712887315751,26.60354106672641,59.2919921875,523.7412109375,18.5662,2.0,6.000000000000002,0.0,0.0,20.223832727523924,0.1170200055641273,17.51,18.9942,20.047064,1.0,1.158512375118678,1.0,1.791360979007476,1.0301275313962128,2.4707252349249678,2.545162087011585,0.18751941166053765,0.21724355898370662,0.24373742317828243,/Users/eracero/workspace/tfm-viu/results/batch_L/elena/c1corr/c1_details_Flagstaff_P0804250301OMS008FSIMAGL000.csv,2.3576426753510473
