band,n,c2_median,c2_mean,c2_std,c2_mad,r_small_arcsec,r_large_arcsec,ann_small_arcsec,ann_large_arcsec
UVW1,45,1.0744875201341615,1.0852822774032407,0.14580006966352335,0.07582144523651092,6.0,35.0,6.0,10.0
