target_name,observation_id,filter,fits_name,mag_ab,mag_err,count_rate,count_rate_err,net_counts,net_counts_err,aper_counts,bkg_per_pix,bkg_rms_per_pix,bkg_counts_ap,bkg_counts_ap_err,A_ap_eff,A_bg_eff,zp_ab,trail_height_pix,trail_semi_out_pix,trail_semi_in_pix,apcorr_mag,mag_ab_apcorr,mag_ab_apcorr_err
Eurykleia,0300780301,M,P0300780301OMS406SIMAGE1000.FTZ,20.33776018642155,0.16305076483777606,0.06756097764558186,0.010145992283851704,195.9268351721874,29.42337762316994,664.7417179152835,4.810236770462525,1.3337684630367859,468.8148827430961,13.16733583468073,97.4619140625,611.9140625,17.412,6.0,8.0,0.0,-0.0652318893156236,20.27252829710593,0.16860126988422452
Siegena,0694510101,M,P0694510101OMS416SIMAGE1000.FTZ,20.26810325071349,0.24091620508353725,0.07203751113422238,0.015984552235644683,231.96078585219607,51.47025819877588,1872.4747708197683,5.1314921452518085,1.4112063203430807,1640.5139849675722,25.23240501793698,319.6953125,1453.470703125,17.412,7.0,10.0,0.0,0.16521284933295471,20.433316100046447,0.24533864198234898
Seeligeria,0303670101,M,P0303670101OMS417SIMAGE1000.FTZ,20.854005168144024,0.2506515356850621,0.041995033568035876,0.009694916310202412,83.99006713607176,19.389832620404825,281.3530262056738,3.1900064729499715,1.1935929413987145,197.36295906960206,9.388436725564915,61.869140625,842.8828125,17.412,6.0,11.0,0.0,0.04136467426409043,20.895369842408115,0.27796778932456556
Seeligeria,0303670101,M,P0303670101OMS010SIMAGE1000.FTZ,20.079154099312575,0.13274640976244664,0.08573109292502085,0.010481825039242696,171.4621858500417,20.963650078485394,356.01066148479003,2.922364751955932,1.0969010461935091,184.54847563474834,8.71676768111065,63.150390625,641.318359375,17.412,5.0,9.0,0.0,0.0,20.079154099312575,0.13274640976244664, "photometry from trail in field, not from this asteroid"
Lipschutz,0744440301,M,P0744440301OMS414SIMAGE2000.FTZ,,,,,,,,,,,,,,,7.0,8.0,,,,
2002 VU94,0800400601,M,P0800400601OMS411SIMAGE1000.FTZ,,,,,,,,,,,,,,,5.0,5.0,,,,
