slot,x,y,width_pix,theta_rad,height_h_pix,height6_pix,semi_out_pix,rate_h,rate_h_err,rate6,rate6_err,c1,c1_err,fits_name,obs_id,filter,target
1,750.0189063679345,1020.6159301626649,13.0,-0.15074638112042377,9.0,13.0,6.0,4.677668476575781,0.038533096972081196,4.744654287889444,0.04038526249581302,1.014320341779052,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
2,661.6246756075362,1012.2030580827612,13.0,-0.15074638112042377,9.0,13.0,6.0,6.296422779332596,0.04380215577567417,6.400525826038874,0.0456052568421016,1.0165336811638483,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
3,797.806352432305,944.2794694053509,13.0,-0.15074638112042377,9.0,13.0,6.0,1.5854669289984424,0.025928849621772766,1.612222486805271,0.028490512264028618,1.016875506715066,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
4,743.7649974115861,817.9344387424541,13.0,-0.15074638112042377,9.0,13.0,6.0,1.8639200374671614,0.027236712715065236,1.8902448489316361,0.029670223779637815,1.0141233588004381,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
5,820.4248887574979,868.9661780283943,13.0,-0.15074638112042377,9.0,13.0,6.0,2.890053823284985,0.031812286262356,2.9441620328701545,0.03393548345884586,1.0187222151882511,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
1,967.6351363173858,932.6472806823992,13.0,2.9487083413318205,9.0,13.0,6.0,9.339649684470167,0.052377334735882033,9.441470919592033,0.05406301118362335,1.0109020400723565,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
2,820.4248887574979,868.9661780283943,13.0,2.9487083413318205,9.0,13.0,6.0,2.8903099961299383,0.03181499728530152,2.944461634742762,0.033938818859564346,1.018735581541541,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
3,794.2239683922751,854.7381262294014,13.0,2.9487083413318205,9.0,13.0,6.0,0.8007459708450364,0.021531617894602572,0.8159561577712389,0.024496281023905553,1.0189950214924604,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
4,743.7649974115861,817.9344387424541,13.0,2.9487083413318205,9.0,13.0,6.0,1.8642857008209117,0.027249507934609278,1.8914425042343725,0.029697017872507732,1.0145668678365676,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
5,797.806352432305,944.2794694053509,13.0,2.9487083413318205,9.0,13.0,6.0,1.5876368151913454,0.02593683760183669,1.6129431093755238,0.02849129770157826,1.0159395989952076,,P0801681301OMS006FSIMAGL000.FTZ,0801681301,L,Brouwer
