slot,x,y,width_pix,theta_rad,height_h_pix,height6_pix,semi_out_pix,rate_h,rate_h_err,rate6,rate6_err,c1,c1_err,fits_name,obs_id,filter,target
1,762.2926208183682,544.6294373715721,70.89819563072734,0.3857655322309857,9.0,13.0,6.0,0.4880218618662568,0.03241791182799332,0.6076680862732348,0.03899994009694279,1.24516570620307,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
2,820.8971129900488,415.4626533212802,70.89819563072734,0.3857655322309857,9.0,13.0,6.0,0.14854735532088348,0.029306446024197883,0.12310691526470449,0.036022533179823894,0.8287385190990172,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
3,841.8992495125822,600.3656634761556,70.89819563072734,0.3857655322309857,9.0,13.0,6.0,1.3438692983946523,0.034186153167212255,1.394771412134753,0.040522748107828625,1.0378772800308087,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
4,786.617821854352,629.0310946449497,70.89819563072734,0.3857655322309857,9.0,13.0,6.0,1.0057801087463012,0.03283759802230926,1.1240366805460031,0.039164827670785475,1.1175769641607927,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
5,383.873435912026,249.1792967047748,70.89819563072734,0.3857655322309857,9.0,13.0,6.0,1.9974744232110708,0.03661442791707148,2.07617626941507,0.04205659746646729,1.0394006778206857,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
1,820.8971129900488,415.4626533212802,73.54152752061859,0.3655182061918971,11.0,13.0,7.0,0.12081404984944674,0.03291004967402534,0.10490178446825141,0.036253519873645945,0.8682912674393043,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
2,900.5474266753308,386.2310957406481,73.54152752061859,0.3655182061918971,11.0,13.0,7.0,0.04486233083598361,0.0328687839466283,0.04765016841957832,0.036233993908199175,1.0621420584183874,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
3,877.6000414742455,213.25640111015912,73.54152752061859,0.3655182061918971,11.0,13.0,7.0,0.18704674900855145,0.03386319350127363,0.18224318684690985,0.03691511115069079,0.9743189219427599,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
4,762.2926208183682,544.6294373715721,73.54152752061859,0.3655182061918971,11.0,13.0,7.0,0.5748010563414375,0.03570359055666826,0.6260982762915689,0.03888709340173217,1.089243433678835,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
5,786.617821854352,629.0310946449497,73.54152752061859,0.3655182061918971,11.0,13.0,7.0,1.0694769120466807,0.03641319874332163,1.118596353964068,0.039336202601406745,1.0459284734098526,,P0781040101OMS008FSIMAGL000.FTZ,0781040101,L,Barbara
