"observation_id";"sso_name";"ra_deg_1";"dec_deg_1";"ra_deg_2";"dec_deg_2";"filter";"xmatch_type"
"0830390101";Satoshimiki;261.88654;-14.202897;262.07065;-14.281081;V;2
"0653040101";"1997 AS7";117.79315;17.637045;117.97252;17.61648;V;2
"0727770501";"1988 XT1";329.2487;-30.297237;329.58374;-30.26509;V;2
"0790381401";Papacosmas;238.79326;10.96414;239.41899;11.206574;V;3
"0505240101";Gmelin;274.699;-14.965101;274.84357;-14.899362;V;2
"0552800201";"1999 WM";272.52017;-19.686132;272.74;-19.667551;V;2
"0745130201";"1998 YU27";266.36703;-31.460897;266.61627;-31.471338;V;2
"0728980201";"2092 P-L";151.68614;12.846276;151.87323;12.768572;V;2
"0147330101";Uwontario;351.17307;-11.98093;351.27444;-11.971677;V;4
"0801930901";Wygoda;193.90594;-4.727072;194.17712;-4.8621984;V;4
"0204580401";"1981 ET19";278.35437;-21.021631;278.48077;-21.009232;V;2
"0128531201";"2000 GV72";74.13671;20.341475;74.22982;20.364086;V;4
"0795712201";Larrywalker;266.85922;-20.186844;267.10077;-20.22155;V;2
"0111170101";Velichko;98.05292;17.6752;98.378746;17.70505;V;2
"0151230101";"1999 GQ36";175.44322;-1.6603565;175.49191;-1.6697366;V;2
"0721010601";Mcdavid;261.6348;-14.369527;262.07504;-14.29039;V;2
"0134550501";Brianfisher;244.82794;-15.73357;244.87897;-15.729876;V;2
"0801930901";"2000 EL11";193.96942;-4.605443;194.1509;-4.704871;V;4
"0135742401";"1986 TZ3";270.54715;-23.324646;270.58728;-23.327023;V;2
"0135742301";"1993 OL5";269.86166;-23.099993;269.8987;-23.10065;V;2
"0802560101";Joannehsieh;184.87996;2.0475237;184.99066;2.0076375;V;4
"0504650201";Atsuhirotaisei;272.35013;-19.767532;272.44205;-19.775301;V;2
"0744490401";"1998 DN13";339.06747;-12.605527;339.41794;-12.425831;V;4
"0744490601";"1998 ED21";339.0996;-12.451734;339.3135;-12.372404;V;2
