"observation_id";"sso_name";"ra_deg_1";"dec_deg_1";"ra_deg_2";"dec_deg_2";"filter";"xmatch_type";"v_mag_1";"v_mag_1_corrected";"mlim_obs"
"0748020301";"1999 XA37";207.41049;-13.24863;207.45575;-13.262715;L;2;20.92;22.4042;20.867865
"0611180501";"1999 XA75";83.77938;21.91;83.808334;21.911625;L;2;19.99;21.4742;19.945782
"0611180401";"1999 XA75";83.55751;21.889853;83.59647;21.894371;L;2;19.99;21.4742;19.96745
"0500760101";"1999 XN105";168.21321;13.483867;168.29614;13.483108;L;2;18.9;20.3842;20.638515
"0811213001";"1999 XQ132";59.4685;27.859022;59.638027;27.823256;L;4;18.54;20.0242;19.658358
"0556230701";"1999 XQ188";172.30501;-4.450589;172.40587;-4.470941;L;2;19.36;20.8442;19.96428
"0203360701";"2000 AE149";150.4127;2.501;150.47028;2.465165;L;2;19.81;21.2942;20.546822
"0725290141";"2000 AC191";134.68575;1.2063855;134.97034;1.2517512;L;2;19.1;20.5842;19.752728
"0303820201";"2000 AM196";163.8064;-5.065999;163.89275;-5.150402;L;2;19.21;20.6942;20.48884
"0693990201";"2000 BF25";169.72935;6.811675;170.05687;6.660818;L;2;19.03;20.5142;21.740555
"0728180301";"2000 CM14";172.18456;-4.342605;172.23355;-4.352201;L;4;20.19;21.6742;20.294865
"0305800701";"2000 CQ103";183.98058;-3.4758985;184.04558;-3.49322;L;2;18.99;20.4742;19.60196
"0651770201";"2000 EF85";183.88443;-11.879962;184.07118;-12.023704;L;2;18.86;20.3442;20.415768
"0801682901";"2000 FD43";268.35095;-30.182718;268.39536;-30.174873;L;2;19.51;20.9942;19.997316
"0701981501";"2000 KH29";276.02066;-24.903585;276.13272;-24.89767;L;2;19.78;21.2642;20.525032
"0148560501";"2000 OR6";157.6946;5.5067925;157.99107;5.4441624;L;2;19.29;20.7742;21.32647
"0653300101";"2000 OH25";281.805;-19.795612;281.9886;-19.793589;L;2;19.75;21.2342;20.14116
"0722160501";"2000 TO38";309.81778;-30.812862;309.8523;-30.789717;L;2;18.9;20.3842;19.886068
"0764010101";"2001 FK171";342.1942;-19.474705;342.59616;-19.297186;L;3;19.82;21.3042;20.251501
"0112260401";"2001 TY7";45.032795;13.891318;45.065044;13.903269;L;2;19.38;20.8642;19.387524
"0655020101";"2001 TQ65";243.70277;-22.55295;243.77655;-22.573406;L;2;19.55;21.0342;19.753014
"0611182101";"1978 VH10";83.42409;22.128515;83.48318;22.127678;L;2;19.94;21.4242;20.50271
"0671871001";"1991 TK8";295.34933;-15.42561;295.39615;-15.406702;L;2;19.93;21.4142;19.591711
"0202680101";"1992 AJ1";263.4019;-26.090881;263.9407;-26.11427;L;2;18.23;19.7142;20.990826
"0743950101";"1998 HN49";146.51494;9.940908;146.77972;9.837974;L;2;20.16;21.6442;20.231308
"0152860101";"1998 SP54";356.58893;-2.483215;356.7186;-2.4409466;L;4;20.04;21.5242;20.321297
"0694510101";"1998 VW";212.14772;-2.9633148;212.3298;-3.011062;L;2;20.05;21.5342;19.852024
"0088020201";"1998 WS";321.6476;-44.790806;321.7266;-44.815613;L;3;19.15;20.6342;20.325994
"0205090101";"1999 VP49";186.16954;7.319481;186.27037;7.2815394;L;2;18.91;20.3942;19.913183
"0655346834";"1999 XX66";330.87695;2.5466397;330.997;2.538874;L;4;19.45;20.9342;19.870638
"0811022601";"1999 XE110";83.63102;22.027882;83.69291;22.028603;L;2;20.09;21.5742;20.0327
"0740920501";"1999 XD154";189.84209;-5.345051;189.89581;-5.3654666;L;2;19.61;21.0942;19.44804
"0744413201";"2000 AV9";183.87123;3.7285616;183.93297;3.6722693;L;2;19.29;20.7742;20.654018
"0801682601";"2000 CQ92";268.25186;-28.7697;268.27957;-28.761497;L;2;19.8;21.2842;19.814907
"0137950301";"2000 DJ75";263.44934;-26.136484;263.51065;-26.13483;L;2;19.61;21.0942;20.289175
"0673002342";"2000 GC74";352.16187;-0.06599975;352.5515;0.11579733;L;2;19.02;20.5042;19.918497
"0505930401";"2000 GG91";210.16028;-1.6544012;210.22882;-1.6760999;L;2;19.32;20.8042;19.791353
"0743830601";"2001 EK17";38.600807;-9.06181;38.7238;-8.860518;L;2;20.78;22.2642;20.467272
"0744440301";"2001 FV5";191.39912;2.5558758;191.87834;2.3213742;L;3;18.28;19.7642;20.213953
"0822591701";"2001 FT57";297.20563;-10.546964;297.25232;-10.547388;L;2;19.38;20.8642;19.426779
"0411780101";"2001 FQ100";329.30115;-30.479254;329.50867;-30.254541;L;4;19.7;21.1842;20.239975
"0673002351";"2001 PB1";351.86713;-0.46634424;352.23425;-0.23964003;L;3;18.73;20.2142;20.044338
"0801681201";"2001 XT27";267.18817;-29.175537;267.3315;-29.163948;L;2;20.33;21.8142;20.174835
"0672282701";"2002 FA22";275.3549;-16.040909;275.45676;-16.056297;L;2;20.2;21.6842;19.810528
"0720252901";"2192 T-2";8.447088;-2.2404692;8.486819;-2.231563;L;4;19.67;21.1542;19.824709
"0693540301";"1988 VF";39.462105;21.080536;39.526093;21.11006;L;2;18.05;19.5342;19.459106
"0202680101";"1989 WR2";263.47583;-26.073574;263.76593;-26.1495;L;2;19.59;21.0742;20.990826
"0827010201";"1996 PB8";228.60262;-15.444282;228.63766;-15.451292;L;2;19.89;21.3742;20.153437
"0801683401";Ehime;267.2399;-29.716936;267.27985;-29.732533;L;2;20.23;21.7142;20.296526
"0108670101";"1998 KT66";156.06998;4.244326;156.21857;4.1804395;L;2;20.45;21.9342;20.387241
"0112370801";"1998 MM7";34.620132;-5.1730046;34.839783;-5.204972;L;3;18.18;19.6642;19.688677
"0762260301";"1998 MD32";350.80984;-1.0016966;350.90228;-0.97405165;L;2;19.46;20.9442;19.82945
"0764191401";"1998 PM1";265.09454;-28.54347;265.21127;-28.555246;L;2;19.79;21.2742;20.47461
"0200240301";"1998 QC39";112.22412;20.886463;112.275085;20.876326;L;2;20.31;21.7942;20.361313
"0743630801";"1998 QZ40";266.4003;-29.086996;266.4767;-29.091455;L;2;18.38;19.8642;19.340014
"0555650201";"1998 QD45";243.57535;-22.697592;243.90921;-22.702957;L;2;19.2;20.6842;21.48138
"0740920401";"1998 SX16";190.01001;-5.335272;190.09308;-5.3636413;L;2;19.44;20.9242;19.441216
"0505930301";"1998 SN48";124.8188;20.970863;125.073;20.889828;L;2;19.52;21.0042;20.940767
"0693990301";"1998 SJ124";169.64188;7.0166807;169.90775;6.8545527;L;4;20.84;22.3242;21.13498
"0802200801";"1998 SM135";165.06418;9.969449;165.20471;9.921187;L;2;19.38;20.8642;19.924963
"0160960201";"1998 YS";83.530235;21.994268;83.57957;21.999685;L;2;19.51;20.9942;20.26796
"0203170301";"1999 CF48";187.9578;0.17039056;188.19814;0.119250916;L;2;19.76;21.2442;20.354403
"0305970101";"1999 JH19";271.14108;-27.672441;271.4448;-27.64373;L;2;19.79;21.2742;20.266512
"0551450101";"1999 WC7";161.5628;13.868772;161.66711;13.80851;L;2;20.1;21.5842;19.673553
"0205240101";"1999 XG94";266.81522;-28.00134;267.08386;-28.001118;L;2;19.48;20.9642;20.075031
"0671310101";Bonata;211.95944;1.1590658;212.0692;1.1502212;L;2;19.65;21.1342;19.881588
"0763780701";"2000 AA116";1.3833721;12.098696;1.4300022;12.134367;L;2;19.67;21.1542;20.192152
"0603980101";"2000 AZ174";5.25985;5.5809264;5.4765964;5.667898;L;4;20.37;21.8542;20.619598
"0653910501";"2000 CV88";274.1072;-14.049985;274.1961;-14.041207;L;2;19.02;20.5042;19.084179
"0501370101";"2000 DA94";43.849197;19.564083;43.966328;19.602776;L;2;20.22;21.7042;20.463505
"0204650201";"2000 EY76";184.23698;7.2568283;184.25343;7.2381506;L;2;20.75;22.2342;20.527477
"0793580601";Jimfox;35.230328;-4.585702;35.23556;-4.5687175;L;2;18.95;20.4342;20.354397
"0793580901";Jimfox;35.241302;-4.550219;35.24396;-4.5416145;L;4;18.96;20.4442;20.292053
"0551450101";"2000 EA154";161.57495;13.807813;161.65128;13.754513;L;2;19.99;21.4742;19.673553
"0670120401";"2000 EZ183";343.1809;-17.708168;343.38525;-17.55519;L;2;19.12;20.6042;20.369955
"0780690201";"2000 GX53";262.13986;-14.290654;262.26746;-14.233444;L;2;20.19;21.6742;19.786654
"0404720201";"2000 GP69";278.0214;-19.080217;278.0998;-19.075405;L;2;20.36;21.8442;20.031595
"0405750201";"2000 GR71";271.49362;-21.446745;271.5417;-21.44302;L;2;19.62;21.1042;19.844023
"0744413201";"2000 GM75";184.04984;3.7172782;184.07892;3.6798701;L;2;19.91;21.3942;20.654018
"0724870201";"2000 HH29";344.16745;-21.607702;344.2145;-21.561491;L;2;20.06;21.5442;20.295923
"0200430801";"2000 JG23";203.47934;-23.256378;203.5135;-23.274235;L;4;19.51;20.9942;20.369547
"0671180201";"2000 JE24";263.06165;-33.70859;263.13205;-33.67342;L;2;19.21;20.6942;20.08078
"0064600101";"2000 JK57";59.82713;10.411421;59.852173;10.41295;L;2;18.71;20.1942;20.391565
"0724440101";"2000 JK82";47.89295;18.546173;48.01067;18.568481;L;4;18.81;20.2942;19.799328
"0801680601";"2000 JC85";267.03726;-29.78195;267.10678;-29.793716;L;2;18.03;19.5142;20.275906
"0692510201";"2000 KM15";142.01408;18.72836;142.15378;18.700712;L;2;20.21;21.6942;20.218042
"0673002350";"2001 FS4";351.38892;-0.6084938;352.033;-0.24420959;L;3;19.53;21.0142;19.959202
"0673002351";"2001 FS4";351.38892;-0.6084938;352.033;-0.24420959;L;3;19.53;21.0142;20.044338
"0302353301";"2001 FG19";149.56459;1.7940221;149.61052;1.7943225;L;2;20.02;21.5042;20.05691
"0747190631";"2001 PE4";31.155077;-6.034329;31.19248;-6.0015807;L;2;19.76;21.2442;20.606401
"0747190601";"2001 PE4";31.1535;-6.035727;31.25326;-5.950701;L;2;19.76;21.2442;20.20767
"0412591101";"2001 RN147";83.60728;21.868761;83.630325;21.87209;L;2;18.87;20.3542;19.86125
"0303210201";"2001 RN147";266.11923;-29.716867;266.1892;-29.712997;L;2;19.42;20.9042;19.396873
"0727960501";"4126 T-1";68.79097;24.435446;68.93179;24.46951;L;2;19.91;21.3942;19.439398
"0404010101";"1996 PM5";44.160923;5.944249;44.28713;5.936392;L;4;19.71;21.1942;20.119696
"0300470101";"1997 GT14";13.140305;12.463405;13.333671;12.538954;L;2;19.58;21.0642;20.067461
"0651120101";"1997 WO3";68.6102;24.152988;69.028595;24.21872;L;3;19.96;21.4442;20.971247
"0820080501";"1998 SC134";191.92426;-3.6647408;191.93886;-3.6654406;L;2;20.5;21.9842;20.299656
"0611182001";"1998 SO137";83.487;22.147413;83.55256;22.156223;L;4;20.09;21.5742;19.934025
"0505150401";"1998 SC139";258.006;-23.197584;258.16336;-23.202288;L;4;19.64;21.1242;20.324858
"0679810501";"1998 WA22";268.46585;-26.331348;268.54272;-26.333088;L;2;18.62;20.1042;19.72684
"0202730301";"1998 XN8";190.58603;14.317165;190.61578;14.256748;L;4;19.85;21.3342;20.492886
"0611180301";"1998 XH9";83.59327;22.061777;83.63876;22.054771;L;2;20.7;22.1842;20.61343
"0747420144";"1999 BR7";22.781527;0.1864251;22.80459;0.19877428;L;4;19.74;21.2242;20.132324
"0677690139";"1999 CG94";30.387817;-6.609235;30.78592;-6.6828847;L;3;17.56;19.0442;20.359753
"0137550501";"1999 FP17";83.62865;21.939672;83.67299;21.938684;L;2;19.14;20.6242;19.533842
"0677180301";"1999 GX20";349.0423;-20.56005;349.1317;-20.541449;L;2;18.77;20.2542;20.104141
"0401870201";"1999 GR23";68.25897;17.980385;68.32864;18.012558;L;3;18.91;20.3942;20.333235
"0505150501";"1999 HC8";258.59586;-23.31407;258.70505;-23.328203;L;2;20.16;21.6442;20.320372
"0502020201";"2000 AE146";24.367182;-13.074439;24.758108;-13.064056;L;4;20.43;21.9142;20.77818
"0729560401";"2000 AJ212";266.1557;-28.714699;266.62723;-28.742537;L;2;20.09;21.5742;20.685196
"0801682201";"2000 CZ49";268.09732;-29.038115;268.2192;-29.043392;L;2;19.85;21.3342;20.256031
"0126700301";"2000 CO93";187.22116;2.066578;187.41017;1.9226633;L;2;19.08;20.5642;19.857164
"0202680101";"2000 DQ75";263.24356;-26.129013;263.79468;-26.199236;L;3;19.77;21.2542;20.990826
"0205360101";"2000 EX55";185.32927;4.6503553;185.4679;4.5900016;L;4;20.62;22.1042;20.358831
"0653450601";"2000 EN92";161.17764;4.491192;161.3296;4.4579206;L;4;20.27;21.7542;21.295784
"0126700801";"2000 FY34";187.24821;2.0468264;187.34375;1.9727638;L;2;20.26;21.7442;19.835205
"0092850201";"2000 GK127";324.52588;-14.494205;324.73306;-14.411692;L;2;20.32;21.8042;20.213663
"0502120101";"2000 HZ1";184.84637;5.76684;185.37193;5.6186867;L;2;19.76;21.2442;20.637852
"0785110701";"2000 HB20";72.7382;14.949562;72.80365;14.944322;L;2;19.25;20.7342;20.016586
"0503480401";"2000 HQ75";39.066826;11.745196;39.092846;11.743598;L;2;20.35;21.8342;20.128517
"0721620101";"2000 JF";129.697;19.811216;129.8452;19.804813;L;2;19.46;20.9442;20.536062
"0693990301";"2000 KF64";170.00142;6.6246758;170.2649;6.5543623;L;2;20.0;21.4842;21.13498
"0728980201";"2000 LG27";151.70741;12.687067;151.86507;12.613681;L;4;19.83;21.3142;20.190025
"0611180701";"2000 NX1";83.47683;22.034182;83.48838;22.041618;L;4;19.37;20.8542;19.714415
"0611180801";"2000 NX1";83.551544;22.079275;83.55853;22.083096;L;2;19.37;20.8542;19.50732
"0611180901";"2000 NX1";83.62088;22.113205;83.64398;22.121716;L;2;19.38;20.8642;20.553396
"0673000144";"2000 OV53";334.23734;-0.10876119;334.53412;0.0072729443;L;2;19.51;20.9942;20.007069
"0740060501";"2000 PD4";40.57756;0.12198772;40.715694;0.22084066;L;4;19.54;21.0242;20.342785
"0151390101";"2000 PD7";160.25598;6.1528025;160.37317;6.1153045;L;2;19.0;20.4842;20.48063
"0673000151";"2000 RB102";334.40363;0.39263186;334.6707;0.4600967;L;2;19.16;20.6442;20.00844
"0742980101";"2001 KT31";276.64413;-14.9852705;276.94885;-14.942469;L;2;20.02;21.5042;19.956825
"0203360701";"2001 LA8";150.40244;2.526267;150.43343;2.5009568;L;2;20.66;22.1442;20.546822
"0801682201";"2001 OU51";267.80573;-29.083696;267.94052;-29.120981;L;2;19.29;20.7742;20.256031
"0764670101";"2001 QX222";50.86915;33.982105;51.12846;34.122234;L;2;19.39;20.8742;20.00084
"0202680101";"2001 RO93";263.38895;-26.085558;263.7375;-26.141161;L;3;20.51;21.9942;20.990826
"0611182801";"2001 SR71";83.558815;21.943024;83.61091;21.947145;L;2;20.39;21.8742;20.03593
"0801830101";"2001 TO4";245.36717;-22.894556;245.6574;-22.956118;L;2;19.33;20.8142;19.56996
"0550190101";"2002 PV44";274.5536;-30.323305;274.6853;-30.339317;L;2;19.85;21.3342;19.451424
"0137950301";"4149 T-2";263.65063;-26.035456;263.76825;-26.043074;L;2;19.86;21.3442;20.289175
"0402070301";"1979 MG5";199.91554;-11.544666;200.12724;-11.621911;L;4;20.29;21.7742;20.430317
"0677690141";"1998 DN";29.907297;-6.9933515;30.176195;-7.1251082;L;2;19.87;21.3542;20.452381
"0204630101";"1998 DS20";218.60661;0.21638364;218.6558;0.18463856;L;4;20.14;21.6242;20.459644
"0655343858";"1999 CO2";33.94499;-7.2027555;34.15769;-6.8841934;L;3;19.01;20.4942;19.787352
"0673830201";"1999 CH24";324.9094;-23.728008;325.0819;-23.681374;L;2;20.35;21.8342;20.281204
"0502120101";"1999 FJ29";184.79161;5.784857;185.2994;5.594409;L;2;19.93;21.4142;20.637852
"0804110801";"1999 FA40";339.6421;1.1953841;339.69873;1.2101856;L;4;20.2;21.6842;21.266878
"0553790401";"1999 GD17";33.32948;12.990187;33.344257;13.0143385;L;2;19.93;21.4142;19.441904
"0164560801";"1999 JM104";245.59756;-2.1531978;245.64087;-2.2077937;L;3;18.97;20.4542;19.61861
"0677690131";"1999 LX32";32.115597;-6.881506;32.33443;-6.949471;L;2;19.95;21.4342;20.23754
"0677690101";"1999 LX32";32.11754;-6.8816156;32.33429;-6.949403;L;2;19.95;21.4342;20.038498
"0744411801";"1999 UM10";9.98205;-9.507778;10.136977;-9.421784;L;4;19.83;21.3142;20.618168
"0801680501";"2000 EW134";266.20697;-30.219067;266.4059;-30.204933;L;2;20.37;21.8542;20.442314
"0126700301";"2000 FE35";187.29439;1.9250547;187.39633;1.8434508;L;2;19.84;21.3242;19.857164
"0784400701";"2000 FR46";126.8534;26.626932;126.93744;26.59985;L;2;20.42;21.9042;20.2773
"0402070301";"2000 HO53";199.93431;-11.693912;200.1171;-11.755346;L;4;20.15;21.6342;20.430317
"0401660101";"2000 KU55";262.9257;-19.29494;263.07672;-19.294106;L;2;20.24;21.7242;20.064672
"0146990101";"2000 KY56";155.33559;13.207054;155.35086;13.198874;L;2;19.64;21.1242;19.477118
"0800910101";"2000 KN60";274.51706;-16.047632;274.67023;-16.00811;L;2;20.12;21.6042;21.080162
"0800971001";"2000 NK12";39.956684;1.1715834;40.08214;1.2402136;L;2;20.43;21.9142;20.578873
"0150870401";"2000 NG21";158.96645;-3.7323236;158.98512;-3.771525;L;2;19.39;20.8742;19.666027
"0747420139";"2000 QM31";23.353083;-0.17608325;23.368301;-0.166827;L;2;20.36;21.8442;20.10966
"0503630101";"2000 QC137";113.54007;27.00202;113.64995;26.99231;L;2;19.54;21.0242;19.684519
"0606430501";"2000 QP190";210.88704;-0.06344414;210.94637;-0.0738562;L;2;20.9;22.3842;20.482565
"0744450401";"2000 RT40";179.66325;-19.95999;180.06773;-20.108603;L;3;19.59;21.0742;20.736286
"0692330501";"2000 SU3";171.47385;14.804601;171.55528;14.816406;L;2;19.83;21.3142;20.770937
"0693960101";"2001 OL44";272.87003;-12.810254;273.2122;-12.697759;L;4;20.92;22.4042;20.82187
"0056021601";"2001 QM15";339.04675;-15.374946;339.1402;-15.328206;L;4;19.53;21.0142;20.273891
"0821871101";"2001 QK84";21.106987;9.344498;21.215733;9.371603;L;3;20.52;22.0042;20.476728
"0693990201";"2001 QR245";169.60663;6.944928;169.97185;6.8545437;L;2;19.88;21.3642;21.740555
"0202680101";"2001 SM54";263.3974;-26.002785;263.74475;-26.08047;L;4;20.0;21.4842;20.990826
"0600450901";"2001 SR185";73.91874;22.74895;74.05663;22.759365;L;2;20.06;21.5442;19.603882
"0800400201";"2001 TS36";212.63588;0.36728024;212.7544;0.3161714;L;2;19.68;21.1642;19.751825
"0748020301";"2001 TK96";207.40884;-13.261428;207.4563;-13.280416;L;2;20.85;22.3342;20.867865
"0830190401";"2001 VC35";269.16602;-25.118227;269.27402;-25.130016;L;2;19.33;20.8142;20.182129
"0811022401";"2001 VO41";83.675156;22.053864;83.70376;22.056393;L;2;20.26;21.7442;19.994263
"0551830201";"2001 VM99";210.14827;2.903195;210.4011;2.7043407;L;2;20.21;21.6942;20.846617
"0802560101";"2002 JU23";185.003;2.1092741;185.07542;2.0639865;L;2;20.47;21.9542;20.343355
"0762210201";"2002 JP93";265.38467;-27.620249;265.653;-27.602785;L;3;20.6;22.0842;20.086227
"0110930301";"2002 JA101";186.57594;12.7339525;186.6008;12.703603;L;2;19.59;21.0742;19.631847
"0611182701";"2002 TD221";83.45002;21.997974;83.501976;21.976698;L;2;19.78;21.2642;20.176716
"0601270401";"1989 GL";252.30867;-33.2077;252.48634;-33.299484;L;2;18.75;20.2342;19.458557
"0801682201";"1993 NG1";267.93903;-29.044163;268.0393;-29.05303;L;2;19.91;21.3942;20.256031
"0300480301";"1994 YO1";133.53448;20.169092;133.65938;20.117367;L;4;19.27;20.7542;21.25522
"0128531201";"1995 QM5";74.4445;20.526934;74.54129;20.536337;L;2;19.83;21.3142;20.513712
"0690420101";"1997 ET32";121.455185;15.46851;121.53717;15.436623;L;2;20.8;22.2842;21.011806
"0784400801";"1997 TF27";126.668045;26.7211;126.74157;26.690695;L;2;20.63;22.1142;20.220425
"0400260301";"1997 YO1";98.4201;17.922886;98.47477;17.9376;L;2;20.1;21.5842;19.961668
"0821290601";"1997 YD14";351.65;0.40433583;351.72766;0.45694545;L;2;20.15;21.6342;20.09946
"0505150101";"1998 DS2";258.02844;-23.45143;258.0982;-23.45836;L;2;20.2;21.6842;19.95749
"0501270201";"1998 HZ5";98.32018;17.731909;98.40071;17.723553;L;4;20.55;22.0342;20.10623
"0604230101";"1998 TV34";90.7479;27.559498;90.80554;27.544954;L;2;20.02;21.5042;20.000961
"0302380201";"1998 VT19";207.15486;-3.8346252;207.2016;-3.8605118;L;2;20.36;21.8442;20.383173
"0304201801";"1998 YJ26";103.69252;24.37632;103.72108;24.364956;L;2;18.72;20.2042;19.566477
"0671180301";"1999 CV1";262.8988;-33.919342;263.0613;-33.876163;L;2;18.51;19.9942;20.076452
"0600451201";"1999 CJ87";74.27535;22.879145;74.314445;22.877989;L;2;19.82;21.3042;19.433506
"0820460101";"1999 FC32";177.96208;3.9729474;178.01137;3.9429622;L;4;18.9;20.3842;20.675531
"0694640101";"1999 JU56";266.12183;-29.385544;266.23102;-29.376741;L;2;19.49;20.9742;20.030973
"0744440401";"1999 JL57";191.50868;2.4747117;191.85487;2.3927882;L;4;20.13;21.6142;20.224424
"0401170101";"1999 JE73";140.12471;30.675537;140.1443;30.602547;L;2;20.58;22.0642;20.403957
"0207090201";"1999 LN";345.5919;8.934056;345.84363;8.909293;L;2;18.9;20.3842;19.413898
"0200430701";"1999 NB1";25.816956;2.4889767;25.846115;2.5067077;L;4;20.36;21.8442;20.172379
"0723100401";"1999 RZ121";192.8766;-13.445319;192.97202;-13.499794;L;4;20.16;21.6442;20.277285
"0764190901";"1999 TD31";265.8068;-28.344858;265.8965;-28.355085;L;2;19.48;20.9642;19.580639
"0611182501";"1999 TX92";83.54813;21.837238;83.59028;21.848078;L;2;20.16;21.6442;20.412539
"0154150501";"1999 XW114";283.10657;-8.719822;283.19324;-8.711876;L;2;18.46;19.9442;19.679445
"0783880201";"1999 XK254";347.2151;-4.221933;347.5441;-4.0726438;L;3;20.16;21.6442;20.30567
"0654440101";"2000 CP24";329.25797;-7.882046;329.3708;-7.8827543;L;2;19.37;20.8542;20.35927
"0402070201";"2000 EX154";17.887306;2.263206;17.958986;2.3246903;L;4;19.7;21.1842;20.012833
"0671540601";"2000 FP45";146.38406;9.892459;146.4149;9.888137;L;2;20.04;21.5242;20.206291
"0721620101";"2000 GE24";129.58167;19.946697;129.74905;19.902441;L;4;20.09;21.5742;20.536062
"0151390101";"2000 GL33";160.07166;6.3175616;160.2835;6.290006;L;2;19.56;21.0442;20.48063
"0604090201";"2000 HG31";272.13992;-20.469297;272.19916;-20.504406;L;2;19.24;20.7242;19.540743
"0694640701";"2000 KW14";267.01187;-28.294353;267.15732;-28.293682;L;2;20.08;21.5642;19.985697
"0502170401";"2000 LY21";272.13342;-20.499481;272.1767;-20.470852;L;2;19.46;20.9442;20.151142
"0700381001";"2000 NU19";233.70331;-28.919275;233.81776;-28.899843;L;4;19.36;20.8442;19.880745
"0747410148";"2000 OF17";21.829636;0.1798914;21.848812;0.19072083;L;2;20.44;21.9242;20.103392
"0605470601";"2000 QW91";347.86417;1.8892157;347.95685;1.8952283;L;2;20.35;21.8342;20.702587
"0651120101";"2000 SY107";68.43811;24.036377;68.84201;24.116846;L;2;21.01;22.4942;20.971247
"0554500401";"2000 SN116";120.07749;23.315704;120.201096;23.294886;L;2;19.84;21.3242;20.264261
"0677180201";"2000 SP123";348.3632;-21.65143;348.41956;-21.639511;L;2;18.66;20.1442;19.895027
"0801680501";"2000 SX178";266.3229;-30.293573;266.50397;-30.260624;L;2;19.28;20.7642;20.442314
"0677670132";"2000 SA350";33.628353;-6.2811136;33.89739;-6.0306005;L;2;19.32;20.8042;19.79094
"0784401001";"2000 SC364";126.48642;26.775503;126.624794;26.735113;L;2;19.97;21.4542;20.265108
"0677590140";"2000 SU370";38.53605;-5.0713696;38.949047;-5.119507;L;2;19.11;20.5942;19.908638
"0785102101";"2000 TX59";35.786423;-5.5615826;35.836445;-5.582178;L;2;19.74;21.2242;20.271933
"0406570701";"2000 TU64";71.703575;16.958488;71.72155;16.969275;L;4;19.44;20.9242;20.193106
"0744490401";"2000 VM45";338.7313;-12.776138;339.07858;-12.565105;L;2;20.64;22.1242;20.221659
"0741390301";"2000 WH188";355.90448;-14.768161;356.09314;-14.707247;L;2;19.52;21.0042;19.899338
"0801683201";"2001 FH77";266.94202;-28.937288;267.0709;-28.971115;L;3;20.08;21.5642;20.165094
"0052140301";"2001 QG84";31.689363;2.0399568;31.77774;2.072511;L;4;19.11;20.5942;19.63336
"0502060101";"2001 QM269";204.40034;-1.362326;204.43431;-1.3880899;L;2;20.19;21.6742;19.979626
"0038540101";"2001 SX4";29.84506;8.270147;29.872084;8.289585;L;2;18.32;19.8042;19.52778
"0725310142";"2001 SV169";137.19852;-0.16852142;137.21379;-0.16772245;L;4;19.68;21.1642;19.800724
"0204650201";"2001 SR240";184.24028;7.068599;184.24792;7.052682;L;2;19.56;21.0442;20.527477
"0724840301";"2001 SP280";175.10576;3.211779;175.22847;3.1710548;L;2;20.12;21.6042;20.692152
"0505930401";"2001 SA289";210.10526;-1.6094913;210.16856;-1.6187418;L;4;20.28;21.7642;19.791353
"0201900101";"2001 TK190";0.9108454;2.0157752;0.98813784;2.0591214;L;2;20.23;21.7142;19.895113
"0747410140";"2001 US72";20.811897;-0.12927453;20.831177;-0.11283019;L;2;19.12;20.6042;20.12055
"0677590137";"2001 XT46";38.347286;-4.954001;38.73314;-4.9252667;L;2;19.46;20.9442;19.797878
"0748190101";"2001 XN157";29.098288;5.5761395;29.247818;5.678328;L;2;20.04;21.5242;20.765934
"0762520301";"2001 XW209";135.82521;15.22693;136.05777;15.174949;L;2;20.4;21.8842;20.021412
"0720251301";"2002 CK1";349.02087;-20.356596;349.06833;-20.351194;L;2;19.85;21.3342;20.016796
"0153450101";"2002 FU36";192.0365;-5.8172245;192.11443;-5.8235946;L;2;19.31;20.7942;19.581043
"0677580131";"2002 JX";37.010014;-4.0976586;37.29677;-4.1673384;L;2;19.82;21.3042;20.241228
"0803910401";"2002 VL58";183.41962;2.8452206;183.59242;2.8251662;L;2;20.52;22.0042;20.166779
"0414191301";"2002 XB2";187.09178;2.1084058;187.23422;2.0372434;L;2;20.16;21.6442;20.063925
"0601670101";"1986 RP5";19.759445;3.5503159;19.949612;3.6693473;L;4;18.67;20.1542;20.787832
"0502211201";"1997 AV15";185.42453;28.13965;185.47646;28.094826;L;2;19.48;20.9642;19.863832
"0302350701";"1998 FK79";150.26508;2.5062392;150.3073;2.4879618;L;2;20.47;21.9542;20.082476
"0600450301";"1998 QB86";28.951529;28.986408;29.031252;29.04806;L;4;19.38;20.8642;19.86834
"0302351501";"1998 QC87";150.14154;1.60001;150.17226;1.5975486;L;2;20.66;22.1442;20.231058
"0602340101";"1998 SF74";10.922251;1.2157289;11.012844;1.2669846;L;4;20.04;21.5242;20.161116
"0305801101";"1998 SE161";173.88333;-3.4926589;173.92252;-3.4938562;L;4;19.69;21.1742;19.447248
"0655346839";"1998 UG49";333.7329;0.86166066;333.84674;0.84125257;L;2;19.74;21.2242;19.862911
"0670880401";"1999 AN25";343.2716;11.463895;343.58676;11.573909;L;2;18.87;20.3542;20.950817
"0302350701";"1999 JF18";150.20216;2.3544652;150.24806;2.3245225;L;4;20.46;21.9442;20.082476
"0801680201";"1999 JS70";265.9966;-27.969948;266.1475;-27.98127;L;2;19.66;21.1442;19.612778
"0112550601";"1999 LT7";187.25392;8.174411;187.32109;8.075717;L;4;20.26;21.7442;19.956545
