target_name,observation_id,filter,fits_name,mag_ab,mag_err,mag_ab_apcorr,mag_ab_apcorr_err,count_rate,count_rate_err,net_counts,net_counts_err,aper_counts,bkg_per_pix,bkg_rms_per_pix,bkg_counts_ap,bkg_counts_ap_err,A_ap_eff,A_bg_eff,zp_ab,trail_height_pix,trail_semi_out_pix,trail_semi_in_pix,tds_corr,c2,c2_err,f_apcorr,f_apcorr_err,apcorr_mag,apcorr_mag_err,c1,c1_err,c1_detail_csv,coi_factor,rate_bkg_6,rate_bkg_6_coi,rate_tot_6,rate_tot_6_coi,count_rate_coi,count_rate_coi_err,count_rate_final,count_rate_final_err,count_rate_final_apcorr,count_rate_final_apcorr_err,v_mag_1,v_mag_1_corrected,mlim_obs
Weisell,0691070301,L,P0691070301OMS401SIMAGE1000.FTZ,20.86014152312016,0.14236035377318554,20.86014152312016,0.14236035377318554,0.09812871225905215,0.012458552906036018,278.6855428157081,35.382290253142294,3759.424186883508,18.78307531368796,2.869628831232227,3480.7386440677997,15.489502201784264,185.3125,nan,18.5662,13.0,nan,nan,1.1126081943512,1.0744875201,0.0349126848,1.0,0.0,0.0,0.0,1.0,0.0,,1.0305846302705832,1.2256121986154225,1.2541037879584411,1.3237409108744747,1.3552337306008648,0.1011299426424237,0.012846434856889051,0.12089918987923128,0.015852148400939677,0.12089918987923128,0.015852148400939677,16.45,17.9342,19.8031
