slot,srclist_index,x,y,width,height,semi_out,theta,rate_srclist,rate_err_srclist,count_rate_rect,count_rate_rect_err,f_apcorr_i,apcorr_mag_i,fits_name,srclist_name,obs_id,filter,target
1,36,820.8971129900488,415.4626533212802,15.400374937433355,13.0,9.0,0.3922063112398694,0.16040146350860596,0.01245259027928114,0.16374665170185027,0.016426185360583326,0.979570952086793,0.022410254497802155,P0781040101OMS008FSIMAGL000.FTZ,P0781040101OMS008FSWSRLIL000.FTZ,0781040101,L,Barbara
3,26,900.5474266753308,386.2310957406481,12.400374937433355,13.0,9.0,0.3922063112398694,0.05988801270723343,0.006111022550612688,0.08422167679427922,0.014464989066789535,0.7110759959519274,0.3702099543681702,P0781040101OMS008FSIMAGL000.FTZ,P0781040101OMS008FSWSRLIL000.FTZ,0781040101,L,Barbara
4,60,664.521356030102,346.9896170995505,9.400374937433355,13.0,9.0,0.3922063112398694,0.02324029617011547,0.005440553650259972,0.016975472690766612,0.011964072928856272,1.3690514893736334,-0.34104945512375645,P0781040101OMS008FSIMAGL000.FTZ,P0781040101OMS008FSWSRLIL000.FTZ,0781040101,L,Barbara
1,36,820.8971129900488,415.4626533212802,10.541527520618587,11.0,7.0,0.3655182061918971,0.16040146350860596,0.01245259027928114,0.1695455543094572,0.01318609915446853,0.9460670565023409,0.06019520012438692,P0781040101OMS008FSIMAGL000.FTZ,P0781040101OMS008FSWSRLIL000.FTZ,0781040101,L,Barbara
2,29,877.6000414742455,213.25640111015912,7.541527520618587,11.0,7.0,0.3655182061918971,0.21347187459468842,0.013097740709781647,0.23281373370000585,0.012233337391380219,0.9169213138850281,0.09416982988650122,P0781040101OMS008FSIMAGL000.FTZ,P0781040101OMS008FSWSRLIL000.FTZ,0781040101,L,Barbara
3,44,765.7561362154945,140.66379895418527,17.0,11.0,7.0,0.3655182061918971,0.26434868574142456,0.016418790444731712,0.30337150270140006,0.017285917618002963,0.8713695366489826,0.14949406801382506,P0781040101OMS008FSIMAGL000.FTZ,P0781040101OMS008FSWSRLIL000.FTZ,0781040101,L,Barbara
