"observation_id";"sso_name";"ra_deg_1";"dec_deg_1";"ra_deg_2";"dec_deg_2";"filter";"xmatch_type"
"0721010301";"2004 NB23";261.55737;-14.110964;262.01428;-14.277216;V;2
"0148560501";"2001 UG170";157.36336;5.4183044;157.56267;5.370721;V;2
"0148560501";"2001 XY105";157.45801;5.47018;157.6467;5.435411;V;4
"0762520201";"2001 CS14";232.22984;10.743164;232.362;10.36801;V;3
"0601390501";"2001 KD79";310.7365;-10.541146;310.97412;-10.552204;V;4
"0401520301";"2002 XO35";229.29361;6.983847;229.42021;6.973813;V;2
"0204040201";"2004 BK103";195.00114;28.812172;195.18556;28.454607;V;2
"0793183501";"2004 KB8";290.17612;-21.240334;290.56128;-21.209187;V;3
"0136550101";"2010 DV46";187.10838;2.2274482;187.31795;2.1555486;V;4
"0201440101";"2000 YN134";140.31322;50.81666;140.52348;50.838665;V;4
"0727760501";"1999 TP21";283.80038;-37.944782;283.9998;-37.864613;V;2
"0721010401";"2002 GC67";261.752;-14.072782;262.27344;-14.17093;V;3
"0803951901";"2005 TT77";135.24939;35.79627;135.31163;35.718044;V;2
"0147330101";"2000 WK147";350.70667;-12.225884;351.14847;-12.124236;V;4
"0743050801";"2001 QZ60";13.366597;12.62219;14.061303;12.920374;V;2
"0804680101";"2005 XO36";178.74815;19.746807;178.92255;19.83597;V;2
"0674360101";"2006 VN12";164.87247;8.804228;165.00424;8.787203;V;4
"0165971901";"2001 NV18";284.2331;-37.904724;284.39673;-37.88632;V;2
"0136550101";"2006 DD120";187.29646;1.9642724;187.42442;1.8661425;V;2
"0502120101";"2008 EM22";184.8879;5.706955;185.29893;5.625927;V;2
"0651610101";"1994 CX4";193.87268;-5.7659345;194.1331;-5.832344;V;3
"0748190101";"2008 RK138";29.145529;5.554015;29.282728;5.633065;V;2
"0412601401";"2004 UL7";283.93423;-37.90369;284.16104;-37.994843;V;2
"0821722001";"2007 RT29";327.60446;-1.19073;328.06213;-1.2554412;V;4
"0300480201";"2008 UV268";133.69585;20.125456;133.73111;20.103928;V;2
"0148560501";"2010 RJ115";157.40013;5.410932;157.65648;5.3237405;V;2
"0670120201";"2004 SK17";343.09918;-17.783846;343.3856;-17.486029;V;2
"0148560501";"2009 WG198";157.68668;5.240796;157.97717;5.123815;V;4
"0820830101";"2007 UG33";172.6583;-12.6650505;172.94939;-12.617322;V;2
"0094310201";"2002 PE106";334.40576;0.18320319;334.75165;0.28189397;V;2
"0802410101";"2005 KP11";266.8304;-28.568918;267.1562;-28.382269;V;3
"0302380201";"2005 JB89";207.27481;-3.8911488;207.37541;-3.9746764;V;2
"0412601101";"2007 RC17";284.0551;-38.254097;284.30463;-38.029274;V;2
"0760990201";"2005 UD499";353.65265;-23.786453;353.66022;-23.754246;V;2
"0780760201";"2007 CR61";35.18682;42.45817;35.617817;42.402103;V;2
"0721600301";"2002 OT22";78.59002;-0.09218958;79.19492;0.044818915;V;3
"0201000401";"2005 UG302";248.14441;-48.715164;248.2242;-48.73177;V;2
"0147330101";"2003 QF69";351.13;-12.339258;351.45456;-12.219563;V;2
"0401060201";"2006 YA50";133.73572;20.133307;133.82474;20.083927;V;2
"0136340101";"2008 US159";21.366356;-1.4178108;21.37868;-1.3511816;V;2
"0743050301";"2003 TJ29";13.307687;12.72644;13.6210165;12.909045;V;4
"0653040101";"2012 GY31";117.80136;17.546413;117.96495;17.489851;V;2
"0203170301";"2005 EW67";187.85822;0.25093055;188.16115;0.069053054;V;2
"0745110101";"2010 BH28";183.56805;14.266647;183.6011;14.116249;V;2
"0109880101";"2001 VB12";62.77689;10.399845;63.29794;10.337926;V;2
"0670120301";"2008 YD121";343.17914;-17.82417;343.4705;-17.590628;V;2
"0670120401";"2008 YD121";343.60504;-17.507505;343.92548;-17.261713;V;2
"0748190101";"2007 KN3";28.731066;5.4377275;29.037567;5.61813;V;2
"0727760301";"2008 GW97";284.21896;-37.87688;284.405;-37.780025;V;2
"0743050801";"2001 QJ190";12.991925;12.678876;13.686602;12.803339;V;3
"0723801701";"2012 JY31";350.96832;-12.126643;351.54486;-11.991216;V;3
"0500300101";"2004 PE31";240.09009;-51.71821;240.19237;-51.878193;V;4
"0134921001";"2004 BE11";58.150772;-0.19249542;58.26555;0.079350054;V;4
"0743050801";"2009 TB9";12.823762;12.311534;13.462516;12.795124;V;3
"0743950601";"2004 XD50";146.42719;9.825056;147.0571;9.869174;V;2
"0165971701";"1985 WA";283.833;-37.87029;283.9664;-37.80571;V;2
"0725200301";"2001 YP58";338.6281;-26.35009;339.16;-25.982933;V;3
"0094310101";"2002 QM16";334.2075;0.06867511;334.45236;0.16246486;V;2
"0147330101";"1999 VN88";350.84805;-12.138353;351.22116;-12.056162;V;2
"0112370301";"2011 WY113";34.953476;-4.8476806;35.138885;-4.844076;V;4
"0727760301";"2006 RD88";284.00525;-37.994133;284.26913;-37.84096;V;2
"0690870501";"2011 OK60";38.713238;-8.755305;38.775574;-8.832283;V;2
"0201590101";"2014 OQ105";283.86115;-37.835567;284.00092;-37.86606;V;2
"0790381001";"2011 CD74";238.80946;11.098096;239.10437;11.288335;V;2
"0745110701";"2009 HM44";183.5117;14.182487;183.8374;13.948739;V;3
"0653040101";"2014 WQ498";117.72985;17.887947;117.87504;17.704033;V;2
"0106660201";"2011 QS63";333.51572;-18.419035;333.7225;-18.239347;V;1
"0136340101";"2011 WA89";21.552933;-1.4068408;21.589262;-1.3345956;V;2
"0147330101";"2018 VD15";351.2012;-12.004674;351.6404;-11.982822;V;1
"0205390201";"2010 BC52";31.341661;29.419004;31.630333;29.479958;V;2
"0414380601";"2010 AZ58";63.653496;11.771823;63.706226;11.751078;V;1
"0502020101";"2010 DL32";24.433426;-12.972363;24.709063;-12.979527;V;2
"0555870201";"2005 AY";152.19798;12.327127;152.78125;12.30276;V;2
"0693970401";"2001 SG132";36.80667;20.528057;36.88534;20.611052;V;2
"0721010301";"2017 WM";261.3579;-14.385541;261.99377;-14.037905;V;1
"0727761001";"2002 RR290";283.9808;-37.82689;284.16074;-37.70921;V;2
"0727761001";"2007 RV8";283.93323;-37.977325;284.44116;-37.863358;V;1
"0741260101";"2010 CJ243";174.42227;-23.140383;174.57985;-23.099924;V;1
"0748190101";"2014 TQ6";28.818014;5.5902123;28.999653;5.6444097;V;2
